Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
106,The Witcher 3: Wild Hunt,Agosto,2020,"  1,219,693 horas","    81,397 horas","    8,868 streamers","   88,802 espectadores",    236 canales,"  1,641 espectadores",NA
177,The Witcher 3: Wild Hunt,Julio,2021,"    836,800 horas","    78,722 horas","    8,341 streamers","   39,324 espectadores",    236 canales,"  1,126 espectadores",   105 canales
195,Terraria,Abril,2021,"    796,745 horas","    99,521 horas","   13,824 streamers","    6,828 espectadores",    237 canales,"  1,108 espectadores",NA
147,Roblox,Febrero,2019,"    398,971 horas","    66,903 horas","   15,543 streamers","   21,053 espectadores",    239 canales,    594 espectadores,    99 canales
178,Stardew Valley,Octubre,2022,"    866,792 horas","    85,151 horas","   16,384 streamers",NA,    239 canales,NA,   114 canales
47,Dark Souls III,Marzo,2018,"  1,609,331 horas","   103,532 horas","   17,020 streamers","   15,677 espectadores",    240 canales,"  2,165 espectadores",   139 canales
178,The Witcher 3: Wild Hunt,Abril,2021,"    904,161 horas","    80,352 horas","    8,593 streamers",NA,    241 canales,"  1,257 espectadores",   111 canales
37,Dark Souls III,Mayo,2017,"  1,634,662 horas","   108,052 horas","   18,737 streamers",NA,    242 canales,"  2,200 espectadores",   145 canales
75,Tekken 7,Noviembre,2020,"  2,269,538 horas","    73,724 horas","    8,928 streamers","   48,907 espectadores",    242 canales,"  3,156 espectadores",   102 canales
133,The Legend of Zelda: Ocarina of Time,Enero,2021,"  1,138,012 horas","    46,578 horas","    3,729 streamers","  113,833 espectadores",    242 canales,"  1,531 espectadores",    62 canales
54,Stardew Valley,Febrero,2016,"    891,333 horas","    11,046 horas","    2,034 streamers","   46,505 espectadores",    243 canales,"  1,282 espectadores",    15 canales
64,VRChat,Mayo,2020,"  2,485,936 horas","    89,038 horas","    7,914 streamers","   22,944 espectadores",    243 canales,"  3,345 espectadores",   119 canales
123,Stardew Valley,Diciembre,2022,"  1,085,235 horas","    83,789 horas","   17,486 streamers","   56,860 espectadores",    244 canales,"  1,460 espectadores",   112 canales
168,Terraria,Agosto,2022,"    909,857 horas","    88,682 horas","   17,926 streamers","   13,225 espectadores",    245 canales,NA,   119 canales
112,Terraria,Enero,2022,"  1,724,073 horas","    97,331 horas","   21,033 streamers","   36,185 espectadores",    246 canales,"  2,320 espectadores",   130 canales
186,The Witcher 3: Wild Hunt,Marzo,2024,"    820,978 horas","    46,151 horas","    5,591 streamers",NA,    247 canales,"  1,104 espectadores",NA
38,Dark Souls III,Julio,2016,"  1,401,228 horas","   103,510 horas","   19,009 streamers","   12,132 espectadores",    248 canales,"  1,885 espectadores",   139 canales
46,Sea of Thieves,Julio,2019,"  2,139,833 horas","    91,331 horas","   12,189 streamers","   50,956 espectadores",    248 canales,"  2,879 espectadores",   122 canales
151,Terraria,Febrero,2023,"    783,446 horas","    77,375 horas","   16,198 streamers","   11,711 espectadores",    248 canales,"  1,167 espectadores",   115 canales
102,Roblox,Julio,2019,"    619,197 horas","   103,862 horas","   21,061 streamers","   19,673 espectadores",    249 canales,    833 espectadores,   139 canales
144,The Witcher 3: Wild Hunt,Noviembre,2020,"    926,853 horas","    86,758 horas","    9,719 streamers","   15,692 espectadores",    249 canales,"  1,289 espectadores",   120 canales
133,Stardew Valley,Junio,2023,"    910,148 horas","    97,356 horas","   18,726 streamers","    7,988 espectadores",    250 canales,NA,   135 canales
88,Dofus,Abril,2020,"  1,422,736 horas","    39,004 horas","    2,316 streamers","   16,565 espectadores",    251 canales,NA,    54 canales
156,The Witcher 3: Wild Hunt,Julio,2020,"    773,583 horas","    88,392 horas","    9,763 streamers","    7,355 espectadores",    251 canales,"  1,041 espectadores",   118 canales
135,Stardew Valley,Enero,2024,"  1,111,991 horas","    94,380 horas","   17,446 streamers","   12,402 espectadores",    251 canales,"  1,496 espectadores",   127 canales
195,Terraria,Noviembre,2020,"    575,874 horas","    96,416 horas","   12,317 streamers","   16,798 espectadores",    253 canales,    800 espectadores,   134 canales
27,Chess,Mayo,2021," 11,675,738 horas","    86,169 horas","   10,090 streamers","  211,772 espectadores",    253 canales," 15,714 espectadores",   115 canales
160,Terraria,Abril,2023,"    900,375 horas","    97,431 horas","   19,254 streamers","   23,561 espectadores",    253 canales,"  1,252 espectadores",   135 canales
109,Roblox,Agosto,2019,"    543,548 horas","    98,713 horas","   19,835 streamers","    8,056 espectadores",    254 canales,    731 espectadores,NA
88,Dofus,Julio,2022,"  2,385,771 horas","    43,114 horas","    2,916 streamers",NA,    254 canales,"  3,210 espectadores",    58 canales
93,Stardew Valley,Marzo,2020,"  1,066,389 horas","    96,548 horas","   15,192 streamers","   13,850 espectadores",    256 canales,"  1,435 espectadores",   129 canales
89,Terraria,Julio,2020,"  1,532,921 horas","   107,678 horas","   12,844 streamers","   32,901 espectadores",    256 canales,"  2,063 espectadores",   144 canales
43,Bloodborne,Enero,2016,"  1,300,353 horas","    86,384 horas","   17,349 streamers",NA,    257 canales,"  1,750 espectadores",NA
56,VRChat,Julio,2020,"  3,439,805 horas","    91,292 horas","    8,250 streamers","   24,751 espectadores",    257 canales,"  4,629 espectadores",   122 canales
199,The Legend of Zelda: Ocarina of Time,Marzo,2024,"    719,226 horas","    31,876 horas","    3,411 streamers","    6,828 espectadores",    257 canales,    968 espectadores,    42 canales
169,Stardew Valley,Septiembre,2024,"    819,401 horas","    91,649 horas","   16,398 streamers","    6,938 espectadores",    258 canales,"  1,139 espectadores",NA
135,The Witcher 3: Wild Hunt,Febrero,2023,"    951,332 horas","    60,393 horas","    8,645 streamers","   16,991 espectadores",    259 canales,NA,    90 canales
73,Sea of Thieves,Junio,2018,"  1,028,020 horas","    82,467 horas","   12,945 streamers","   41,503 espectadores",    261 canales,"  1,429 espectadores",   114 canales
100,Star Citizen,Abril,2023,"  1,688,254 horas","    62,425 horas","    5,134 streamers","   11,608 espectadores",    261 canales,"  2,348 espectadores",    86 canales
71,The Witcher 3: Wild Hunt,Septiembre,2020,"  2,273,988 horas","    87,979 horas","    9,143 streamers","   25,865 espectadores",    262 canales,"  3,162 espectadores",   122 canales
140,Roblox,Marzo,2019,"    462,409 horas","    86,471 horas","   18,881 streamers","    9,203 espectadores",    264 canales,    622 espectadores,   116 canales
172,Terraria,Diciembre,2020,"    731,117 horas","    98,903 horas","   13,033 streamers","    5,486 espectadores",    265 canales,    984 espectadores,NA
144,iRacing,Febrero,2019,"    407,903 horas","    28,803 horas","    2,428 streamers","    6,808 espectadores",    270 canales,    607 espectadores,    42 canales
82,The Witcher 3: Wild Hunt,Marzo,2020,"  1,320,731 horas","    86,371 horas","   12,105 streamers","   17,963 espectadores",    270 canales,"  1,777 espectadores",   116 canales
98,The Witcher 3: Wild Hunt,Junio,2020,"  1,229,857 horas","    90,291 horas","    9,748 streamers","    8,263 espectadores",    271 canales,"  1,710 espectadores",   125 canales
146,Stardew Valley,Agosto,2023,"  1,001,432 horas","   101,050 horas","   18,532 streamers","   10,326 espectadores",    271 canales,NA,   136 canales
66,VRChat,Marzo,2023,"  2,962,157 horas","    74,911 horas","   11,605 streamers","   67,019 espectadores",    273 canales,"  3,986 espectadores",   100 canales
152,Stardew Valley,Julio,2023,"    989,130 horas","   108,481 horas","   20,564 streamers","    7,242 espectadores",    273 canales,"  1,331 espectadores",   146 canales
86,VRChat,Abril,2024,"  2,479,710 horas","    74,256 horas","   10,072 streamers","   17,217 espectadores",    273 canales,NA,   103 canales
31,Dark Souls III,Noviembre,2016,"  2,454,908 horas","    95,641 horas","   15,075 streamers","   19,471 espectadores",    274 canales,"  3,414 espectadores",   133 canales
132,Roblox,Noviembre,2019,"    431,426 horas","    80,749 horas","   15,533 streamers","   15,885 espectadores",    274 canales,    600 espectadores,   112 canales
83,The Witcher 3: Wild Hunt,Abril,2020,"  1,576,551 horas","   101,232 horas","   10,820 streamers","   14,775 espectadores",    274 canales,"  2,192 espectadores",   140 canales
55,Terraria,Junio,2021,"  4,250,171 horas","   103,355 horas","   13,218 streamers","  102,719 espectadores",    274 canales,NA,   143 canales
183,Terraria,Noviembre,2021,"    739,329 horas","    95,239 horas","   12,436 streamers","    6,796 espectadores",    274 canales,"  1,028 espectadores",   132 canales
94,Star Citizen,Noviembre,2022,"  1,636,571 horas","    55,201 horas","    4,580 streamers","   22,124 espectadores",    274 canales,"  2,276 espectadores",NA
74,Street Fighter V,Febrero,2021,"  2,621,017 horas","    58,800 horas","    6,016 streamers",NA,    275 canales,"  3,906 espectadores",    87 canales
143,Stardew Valley,Agosto,2024,"  1,059,469 horas","   108,346 horas","   18,986 streamers","   47,801 espectadores",    275 canales,NA,   145 canales
40,Dark Souls III,Febrero,2018,"  1,824,727 horas","   104,108 horas","   17,532 streamers","   16,511 espectadores",    276 canales,"  2,719 espectadores",   155 canales
58,VRChat,Diciembre,2022,"  3,668,620 horas","    79,917 horas","   12,081 streamers","   67,823 espectadores",    276 canales,"  4,937 espectadores",   107 canales
123,Roblox,Abril,2019,"    581,935 horas","    96,096 horas","   21,055 streamers","    6,635 espectadores",    278 canales,    809 espectadores,NA
104,Star Citizen,Noviembre,2021,"  1,828,850 horas","    62,762 horas","    3,587 streamers","   36,629 espectadores",    278 canales,"  2,543 espectadores",    87 canales
169,Guild Wars 2,Marzo,2024,"    894,924 horas","    42,431 horas","    3,040 streamers","   26,695 espectadores",    278 canales,"  1,204 espectadores",NA
120,Dofus,Agosto,2024,"  1,468,882 horas","    25,224 horas","    2,050 streamers","   29,504 espectadores",    278 canales,"  1,976 espectadores",    33 canales
90,Dark Souls III,Octubre,2020,"  1,559,004 horas","   116,098 horas","   12,750 streamers","   21,843 espectadores",    280 canales,"  2,098 espectadores",   156 canales
84,Age of Empires II,Febrero,2023,"  1,991,875 horas","    66,749 horas","   11,823 streamers","   16,296 espectadores",    280 canales,"  2,968 espectadores",    99 canales
84,VRChat,Enero,2019,"  1,021,907 horas","    64,505 horas","    7,186 streamers",NA,    281 canales,"  1,375 espectadores",    86 canales
126,iRacing,Agosto,2020,"    982,952 horas","    66,669 horas","    4,291 streamers","    9,219 espectadores",    281 canales,"  1,322 espectadores",    89 canales
120,Stardew Valley,Mayo,2023,"  1,317,609 horas","   107,414 horas","   19,278 streamers","   10,315 espectadores",    281 canales,"  1,773 espectadores",   144 canales
64,Chess,Marzo,2024,"  3,721,386 horas","    43,975 horas","    6,749 streamers","   37,382 espectadores",    281 canales,"  5,008 espectadores",    59 canales
142,iRacing,Mayo,2019,"    497,208 horas","    35,448 horas","    2,713 streamers","    5,400 espectadores",    282 canales,    669 espectadores,    47 canales
57,VRChat,Agosto,2020,"  3,141,316 horas","    97,302 horas","    8,890 streamers",NA,    282 canales,"  4,227 espectadores",   130 canales
93,Dark Souls III,Octubre,2021,"  2,040,724 horas","   123,151 horas","   13,070 streamers","   18,879 espectadores",    282 canales,NA,   165 canales
141,Roblox,Diciembre,2019,"    478,292 horas","    98,591 horas","   20,163 streamers",NA,    283 canales,NA,   132 canales
127,Stardew Valley,Octubre,2021,"  1,247,692 horas","   112,081 horas","   15,883 streamers",NA,    283 canales,"  1,679 espectadores",   150 canales
76,VRChat,Septiembre,2024,"  2,640,682 horas","    77,577 horas","   10,206 streamers","   30,300 espectadores",    283 canales,"  3,672 espectadores",   107 canales
72,Sea of Thieves,Agosto,2019,"  1,071,830 horas","    89,848 horas","   11,280 streamers","   16,255 espectadores",    284 canales,"  1,442 espectadores",   120 canales
96,Star Citizen,Noviembre,2020,"  1,672,216 horas","    56,064 horas","    3,814 streamers","   56,736 espectadores",    284 canales,"  2,325 espectadores",NA
66,VRChat,Abril,2023,"  3,238,843 horas","    83,318 horas","   11,408 streamers","   24,764 espectadores",    284 canales,"  4,504 espectadores",   115 canales
123,iRacing,Septiembre,2023,"  1,133,090 horas","    57,084 horas","    5,564 streamers","    9,183 espectadores",    284 canales,"  1,575 espectadores",    79 canales
19,VRChat,Enero,2018,"  5,133,847 horas","    90,960 horas","   15,187 streamers","   47,621 espectadores",    285 canales,"  6,909 espectadores",   122 canales
143,Stardew Valley,Septiembre,2022,"  1,076,625 horas","   103,087 horas","   19,407 streamers","   36,110 espectadores",    285 canales,"  1,497 espectadores",NA
52,VRChat,Octubre,2020,"  3,862,852 horas","    83,931 horas","    8,686 streamers","   73,152 espectadores",    287 canales,"  5,198 espectadores",   112 canales
71,Dofus,Mayo,2023,"  2,682,696 horas","    37,611 horas","    2,133 streamers","   36,808 espectadores",    287 canales,NA,    50 canales
73,Star Citizen,Mayo,2022,"  2,691,347 horas","    85,747 horas","    7,070 streamers","  269,842 espectadores",    288 canales,NA,   115 canales
80,VRChat,Agosto,2021,"  2,881,719 horas","   101,904 horas","   10,707 streamers",NA,    289 canales,"  3,878 espectadores",   137 canales
129,The Witcher 3: Wild Hunt,Febrero,2022,"  1,077,748 horas","    81,609 horas","   11,415 streamers","   14,690 espectadores",    289 canales,"  1,606 espectadores",   121 canales
85,Age of Empires II,Enero,2023,"  1,812,993 horas","    34,325 horas","    4,657 streamers","    9,614 espectadores",    290 canales,"  2,440 espectadores",    46 canales
64,VRChat,Mayo,2023,"  3,297,747 horas","    81,539 horas","   10,559 streamers",NA,    290 canales,"  4,438 espectadores",   109 canales
114,Star Citizen,Mayo,2021,"  1,615,611 horas","    60,047 horas","    3,636 streamers","   33,511 espectadores",    291 canales,"  2,174 espectadores",NA
74,Dark Souls III,Septiembre,2020,"  2,024,159 horas","   130,075 horas","   14,405 streamers","   22,247 espectadores",    293 canales,"  2,815 espectadores",NA
111,Terraria,Mayo,2021,"  1,686,797 horas","   110,945 horas","   14,927 streamers",NA,    293 canales,"  2,270 espectadores",   149 canales
81,VRChat,Septiembre,2023,"  2,449,509 horas","    79,054 horas","    9,902 streamers","   20,178 espectadores",    293 canales,"  3,406 espectadores",   109 canales
107,Dofus,Marzo,2020,"    917,484 horas","    25,276 horas","    2,009 streamers","   34,804 espectadores",    295 canales,"  1,234 espectadores",    34 canales
150,iRacing,Agosto,2021,"  1,073,318 horas","    64,727 horas","    4,621 streamers","    4,266 espectadores",    295 canales,"  1,444 espectadores",    87 canales
112,Star Citizen,Julio,2022,"  1,588,827 horas","    56,325 horas","    4,993 streamers","   12,505 espectadores",    295 canales,"  2,138 espectadores",    75 canales
81,VRChat,Septiembre,2021,"  2,611,440 horas","    90,853 horas","    9,357 streamers","   35,315 espectadores",    296 canales,"  3,632 espectadores",   126 canales
163,Roblox,Febrero,2020,"    452,551 horas","    98,480 horas","   19,391 streamers","    2,589 espectadores",    299 canales,    651 espectadores,   141 canales
69,VRChat,Agosto,2024,"  3,378,656 horas","    80,548 horas","   11,012 streamers","   48,206 espectadores",    300 canales,"  4,547 espectadores",   108 canales
111,The Witcher 3: Wild Hunt,Mayo,2020,"  1,264,793 horas","   110,808 horas","   11,517 streamers","    9,998 espectadores",    301 canales,"  1,702 espectadores",   149 canales
112,Stardew Valley,Julio,2024,"  1,398,294 horas","   125,403 horas","   21,209 streamers","   54,485 espectadores",    301 canales,"  1,881 espectadores",   168 canales
38,Dark Souls III,Enero,2018,"  2,405,618 horas","   126,343 horas","   20,584 streamers",NA,    302 canales,"  3,237 espectadores",   170 canales
153,Roblox,Enero,2020,"    530,454 horas","   109,576 horas","   22,095 streamers","    7,807 espectadores",    302 canales,    713 espectadores,NA
22,Chess,Abril,2021," 16,985,289 horas","    98,570 horas","   13,061 streamers","  163,548 espectadores",    303 canales," 23,623 espectadores",   137 canales
68,VRChat,Julio,2023,"  3,248,193 horas","    86,712 horas","   11,932 streamers","   89,220 espectadores",    303 canales,"  4,371 espectadores",   116 canales
150,Stardew Valley,Noviembre,2021,"    979,678 horas","   106,535 horas","   15,679 streamers","    9,166 espectadores",    304 canales,"  1,362 espectadores",NA
51,VRChat,Septiembre,2022,"  4,636,396 horas","    85,016 horas","   12,013 streamers","   95,342 espectadores",    305 canales,"  6,448 espectadores",   118 canales
18,Chess,Febrero,2021," 22,069,662 horas","   104,789 horas","   16,604 streamers","  370,111 espectadores",    306 canales,NA,   156 canales
82,VRChat,Agosto,2023,"  2,684,983 horas","    79,155 horas","   10,791 streamers","   19,002 espectadores",    308 canales,"  3,613 espectadores",NA
62,VRChat,Diciembre,2023,"  3,515,134 horas","    80,123 horas","   11,083 streamers","   68,058 espectadores",    309 canales,"  4,731 espectadores",   107 canales
87,VRChat,Enero,2020,"  1,088,220 horas","    60,561 horas","    6,490 streamers","    5,098 espectadores",    310 canales,"  1,464 espectadores",NA
36,Dark Souls III,Enero,2019,"  3,544,460 horas","   130,316 horas","   18,228 streamers","  275,893 espectadores",    311 canales,"  4,770 espectadores",   175 canales
72,Sea of Thieves,Junio,2019,"  1,261,214 horas","   107,806 horas","   15,635 streamers","   19,728 espectadores",    311 canales,"  1,754 espectadores",NA
170,Terraria,Septiembre,2022,"    857,016 horas","    78,505 horas","   16,455 streamers","   17,746 espectadores",    312 canales,"  1,191 espectadores",   109 canales
84,VRChat,Octubre,2023,"  3,062,953 horas","    81,259 horas","   10,510 streamers","   37,172 espectadores",    313 canales,"  4,122 espectadores",   109 canales
67,VRChat,Diciembre,2021,"  3,605,238 horas","    98,100 horas","   10,550 streamers",NA,    315 canales,"  4,852 espectadores",   132 canales
71,VRChat,Julio,2024,"  2,979,057 horas","    75,808 horas","   10,972 streamers","   97,510 espectadores",    319 canales,"  4,009 espectadores",   102 canales
125,iRacing,Octubre,2019,"    545,658 horas","    36,784 horas","    2,875 streamers","    4,921 espectadores",    320 canales,    734 espectadores,    49 canales
73,Star Citizen,Mayo,2023,"  2,474,215 horas","    82,695 horas","    5,794 streamers","   36,522 espectadores",    321 canales,"  3,330 espectadores",   111 canales
73,VRChat,Octubre,2021,"  2,896,931 horas","    95,304 horas","   10,025 streamers","   57,270 espectadores",    324 canales,"  3,898 espectadores",   128 canales
82,VRChat,Noviembre,2021,"  2,672,454 horas","    92,522 horas","    9,751 streamers",NA,    324 canales,"  3,716 espectadores",   128 canales
99,Guild Wars 2,Marzo,2022,"  1,626,828 horas","    56,236 horas","    4,573 streamers","   53,428 espectadores",    325 canales,"  2,189 espectadores",    75 canales
99,Terraria,Enero,2021,"  1,665,269 horas","   120,082 horas","   15,868 streamers","   46,914 espectadores",    326 canales,"  2,241 espectadores",   161 canales
62,Star Citizen,Mayo,2020,"  2,740,054 horas","    79,169 horas","    5,091 streamers","   35,775 espectadores",    327 canales,NA,   106 canales
77,Dark Souls III,Septiembre,2021,"  2,790,017 horas","   139,498 horas","   15,194 streamers","   18,742 espectadores",    329 canales,"  3,880 espectadores",   194 canales
71,Sea of Thieves,Septiembre,2019,"  1,246,824 horas","    96,383 horas","   12,748 streamers","   23,025 espectadores",    330 canales,"  1,734 espectadores",   134 canales
120,Stardew Valley,Marzo,2023,"  1,247,096 horas","   120,854 horas","   22,323 streamers","   13,373 espectadores",    332 canales,"  1,678 espectadores",   162 canales
148,Stardew Valley,Diciembre,2021,"  1,012,639 horas","   117,208 horas","   17,775 streamers","   20,482 espectadores",    334 canales,"  1,362 espectadores",NA
36,Street Fighter V,Enero,2018,"  2,681,877 horas","    47,520 horas","    7,322 streamers","   51,806 espectadores",    336 canales,"  3,609 espectadores",    63 canales
55,VRChat,Noviembre,2022,"  3,306,134 horas","    75,721 horas","   11,359 streamers",NA,    339 canales,"  4,598 espectadores",   105 canales
121,Stardew Valley,Abril,2022,"  1,384,227 horas","   131,904 horas","   23,510 streamers","   19,760 espectadores",    341 canales,"  1,925 espectadores",   183 canales
86,Star Citizen,Octubre,2023,"  2,913,372 horas","    64,127 horas","    4,269 streamers","   68,658 espectadores",    341 canales,NA,NA
21,Chess,Enero,2021," 18,345,889 horas","   103,462 horas","   15,850 streamers",NA,    342 canales," 24,691 espectadores",   139 canales
50,The Witcher 3: Wild Hunt,Febrero,2020,"  2,167,203 horas","   103,574 horas","   13,221 streamers","   29,669 espectadores",    344 canales,"  3,118 espectadores",   149 canales
73,Dark Souls III,Agosto,2020,"  2,240,058 horas","   151,980 horas","   16,455 streamers","   18,612 espectadores",    345 canales,NA,   204 canales
113,iRacing,Diciembre,2022,"  1,217,036 horas","    56,054 horas","    5,789 streamers","    8,555 espectadores",    345 canales,"  1,638 espectadores",    75 canales
73,VRChat,Junio,2024,"  2,533,144 horas","    79,340 horas","   10,681 streamers","   27,473 espectadores",    345 canales,"  3,523 espectadores",   110 canales
118,iRacing,Abril,2023,"  1,326,091 horas","    66,151 horas","    6,369 streamers","   19,378 espectadores",    349 canales,"  1,844 espectadores",    92 canales
81,Guild Wars 2,Agosto,2022,"  2,657,139 horas","    57,616 horas","    4,894 streamers","   49,943 espectadores",    350 canales,NA,    77 canales
87,Sea of Thieves,Septiembre,2018,"    689,920 horas","    57,757 horas","    7,687 streamers","   14,051 espectadores",    351 canales,    959 espectadores,    80 canales
84,Terraria,Febrero,2021,"  2,078,713 horas","   123,196 horas","   16,843 streamers","  265,103 espectadores",    352 canales,"  3,097 espectadores",   183 canales
89,Stardew Valley,Mayo,2022,"  1,945,040 horas","   133,112 horas","   24,088 streamers","   22,516 espectadores",    353 canales,"  2,617 espectadores",   179 canales
146,iRacing,Septiembre,2022,"  1,053,284 horas","    56,561 horas","    5,738 streamers","    7,689 espectadores",    356 canales,NA,    78 canales
71,VRChat,Noviembre,2023,"  2,950,683 horas","    74,611 horas","    9,774 streamers","   41,595 espectadores",    356 canales,"  4,103 espectadores",NA
127,Stardew Valley,Septiembre,2021,"  1,309,929 horas","   129,694 horas","   18,322 streamers","   18,372 espectadores",    357 canales,"  1,821 espectadores",   180 canales
138,iRacing,Septiembre,2021,"  1,185,959 horas","    65,172 horas","    4,864 streamers","   10,531 espectadores",    358 canales,"  1,649 espectadores",    90 canales
88,Stardew Valley,Junio,2022,"  1,990,159 horas","   137,373 horas","   25,108 streamers","   18,901 espectadores",    359 canales,"  2,767 espectadores",   191 canales
147,iRacing,Marzo,2019,"    428,696 horas","    33,614 horas","    2,622 streamers","    2,784 espectadores",    360 canales,    576 espectadores,NA
65,VRChat,Julio,2021,"  3,009,785 horas","   101,386 horas","   10,362 streamers","   31,816 espectadores",    361 canales,"  4,050 espectadores",   136 canales
107,Stardew Valley,Febrero,2023,"  1,198,550 horas","   114,541 horas","   21,984 streamers","   14,649 espectadores",    363 canales,"  1,786 espectadores",   170 canales
106,Star Citizen,Marzo,2024,"  1,745,945 horas","    51,908 horas","    3,761 streamers","   17,674 espectadores",    363 canales,"  2,349 espectadores",    69 canales
51,Dark Souls III,Junio,2020,"  2,939,929 horas","   153,732 horas","   17,122 streamers","   25,730 espectadores",    364 canales,"  4,088 espectadores",NA
41,Star Citizen,Mayo,2024,"  7,183,146 horas","    88,146 horas","    6,292 streamers","   45,883 espectadores",    364 canales,"  9,667 espectadores",   118 canales
137,Stardew Valley,Agosto,2021,"  1,242,964 horas","   146,885 horas","   20,710 streamers","    7,435 espectadores",    365 canales,NA,   197 canales
58,VRChat,Julio,2022,"  4,226,386 horas","   102,174 horas","   15,288 streamers","   67,204 espectadores",    366 canales,"  5,688 espectadores",NA
178,Terraria,Octubre,2021,"    756,582 horas","   101,006 horas","   11,990 streamers","   13,737 espectadores",    369 canales,"  1,018 espectadores",NA
85,iRacing,Mayo,2022,"  2,174,683 horas","    67,149 horas","    6,715 streamers",NA,    369 canales,"  2,926 espectadores",    90 canales
107,Stardew Valley,Julio,2022,"  1,681,039 horas","   139,126 horas","   26,068 streamers","   26,120 espectadores",    371 canales,"  2,262 espectadores",NA
128,Stardew Valley,Julio,2021,"  1,322,042 horas","   144,335 horas","   20,654 streamers","   15,647 espectadores",    372 canales,NA,NA
135,iRacing,Diciembre,2023,"  1,149,232 horas","    65,020 horas","    6,224 streamers","    7,496 espectadores",    372 canales,"  1,546 espectadores",    87 canales
106,iRacing,Julio,2019,"    582,817 horas","    35,648 horas","    2,712 streamers","   17,113 espectadores",    373 canales,    784 espectadores,NA
10,Stardew Valley,Marzo,2016,"  5,925,311 horas","   137,735 horas","   15,288 streamers","   50,884 espectadores",    375 canales,"  7,974 espectadores",   185 canales
124,Stardew Valley,Junio,2021,"  1,327,638 horas","   137,454 horas","   19,901 streamers","   99,539 espectadores",    377 canales,"  1,846 espectadores",NA
40,Sea of Thieves,Octubre,2019,"  2,860,679 horas","   101,644 horas","   11,582 streamers","   54,648 espectadores",    379 canales,"  3,850 espectadores",   136 canales
63,VRChat,Junio,2023,"  2,895,559 horas","    84,851 horas","   10,940 streamers","   96,053 espectadores",    381 canales,"  4,027 espectadores",   118 canales
58,Dark Souls III,Abril,2020,"  2,596,554 horas","   140,545 horas","   15,631 streamers","   47,194 espectadores",    383 canales,"  3,611 espectadores",   195 canales
102,Stardew Valley,Febrero,2022,"  1,455,208 horas","   128,476 horas","   24,763 streamers","   24,549 espectadores",    386 canales,"  2,168 espectadores",   191 canales
33,Terraria,Octubre,2022,"  6,904,616 horas","   139,088 horas","   24,234 streamers","   72,819 espectadores",    388 canales,"  9,292 espectadores",NA
95,Dark Souls III,Mayo,2021,"  2,245,392 horas","   155,477 horas","   17,164 streamers","   12,658 espectadores",    389 canales,"  3,022 espectadores",   209 canales
102,Stardew Valley,Junio,2024,"  1,584,716 horas","   140,187 horas","   22,898 streamers","    8,227 espectadores",    391 canales,"  2,204 espectadores",   194 canales
92,Stardew Valley,Abril,2018,"    614,063 horas","    34,396 horas","    5,347 streamers","   39,063 espectadores",    392 canales,    854 espectadores,    47 canales
54,VRChat,Diciembre,2020,"  3,699,886 horas","   101,031 horas","   10,451 streamers",NA,    393 canales,"  4,979 espectadores",   135 canales
78,Dofus,Febrero,2022,"  2,572,414 horas","    38,854 horas","    2,717 streamers","   51,973 espectadores",    393 canales,"  3,833 espectadores",    57 canales
91,Dark Souls III,Agosto,2021,"  2,649,535 horas","   173,686 horas","   18,286 streamers","   31,489 espectadores",    399 canales,"  3,565 espectadores",   233 canales
118,iRacing,Septiembre,2020,"  1,085,600 horas","    64,807 horas","    4,365 streamers","    6,911 espectadores",    403 canales,"  1,509 espectadores",    90 canales
74,VRChat,Junio,2021,"  2,838,800 horas","    93,244 horas","    9,710 streamers","   36,452 espectadores",    403 canales,"  3,948 espectadores",   129 canales
74,Dark Souls III,Marzo,2021,"  3,040,241 horas","   164,754 horas","   18,464 streamers","   29,335 espectadores",    405 canales,"  4,091 espectadores",   221 canales
69,VRChat,Marzo,2021,"  3,229,145 horas","   108,499 horas","   11,455 streamers","   33,323 espectadores",    408 canales,"  4,346 espectadores",   146 canales
87,VRChat,Mayo,2021,"  2,773,437 horas","   100,726 horas","   10,389 streamers","   17,096 espectadores",    410 canales,"  3,732 espectadores",   135 canales
93,Stardew Valley,Enero,2022,"  2,321,847 horas","   157,369 horas","   30,069 streamers",NA,    412 canales,"  3,124 espectadores",NA
59,VRChat,Agosto,2022,"  3,935,846 horas","    93,132 horas","   13,835 streamers","   50,393 espectadores",    412 canales,NA,   125 canales
30,Dark Souls III,Junio,2016,"  2,198,877 horas","   149,879 horas","   25,117 streamers",NA,    413 canales,"  3,058 espectadores",   208 canales
64,Dark Souls III,Julio,2021,"  3,248,563 horas","   183,876 horas","   20,216 streamers","  124,687 espectadores",    413 canales,"  4,372 espectadores",   247 canales
75,Dark Souls III,Noviembre,2021,"  2,959,513 horas","   163,170 horas","   17,550 streamers","   24,133 espectadores",    413 canales,"  4,116 espectadores",   226 canales
48,Dark Souls III,Julio,2020,"  4,315,695 horas","   183,516 horas","   19,717 streamers","   26,973 espectadores",    415 canales,"  5,808 espectadores",   246 canales
51,VRChat,Mayo,2022,"  4,648,999 horas","    98,731 horas","   15,187 streamers",NA,    415 canales,"  6,257 espectadores",   132 canales
115,iRacing,Noviembre,2020,"  1,217,903 horas","    70,122 horas","    4,611 streamers","   13,311 espectadores",    427 canales,"  1,693 espectadores",    97 canales
