"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/25 6:42:35 p. m. GMT-5","5","Femenino","57","1.59","18","Ingeniería, Tecnología y Construcción.","2","6","4","1.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","0","4","Bajo","Regular","5","2","2","0","0","0","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","400","A veces","Regular","Regular","A veces"
"2026/04/25 7:36:57 p. m. GMT-5","5","Femenino","70","1.62","22","Administración, Negocios y Contabilidad.","10","4","3","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","4","2","Regular","Regular","6","1","1","3","1","4","3","1","Ir de compras","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Mala","No","200","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/25 8:00:41 p. m. GMT-5","5","Masculino","69","1.69","18","Ciencias Sociales y Derecho.","3","7","6 ","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","3","Alto","Regular","6","1","4","0","0","0","3","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","150","A veces","Bastante","Bastante","A veces"
"2026/04/25 8:14:51 p. m. GMT-5","5","Femenino","54.5","1.51","18","Ingeniería, Tecnología y Construcción.","3","6","9.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","5","5","Alto","Mala","4.5","2","4","0","0","0","4","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","200","A veces","Bastante","Bastante","A veces"
"2026/04/25 8:56:49 p. m. GMT-5","5","Femenino","46","1.61","19","Administración, Negocios y Contabilidad.","3","6","8 ","7","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","3","1","4","Regular","Mala","5","0","2","1","1","4","3","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","150","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/25 9:37:29 p. m. GMT-5","5","Masculino","60","1.62","19","Ciencias Sociales y Derecho.","2","5","2","1","Vegetariana: Excluye carne y pescado.","3","3","4","3","Alto","Buena","8","0","3","2","1","2","3","1.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","70","Frecuentemente","Regular","Regular","A veces"
"2026/04/25 9:42:21 p. m. GMT-5","8","Masculino","75","1.77","23","Ciencias Sociales y Derecho.","10","4","3","15","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","3","Regular","Regular","7","2","3","2","1","3","3","1.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","Frecuentemente","Regular","Bastante","A veces"
"2026/04/25 10:22:24 p. m. GMT-5","5","Masculino","70","1.73","19","Ingeniería, Tecnología y Construcción.","2","7","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","3","Alto","Regular","7","2","3","1","1","1","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","50","Frecuentemente","Regular","Poco","Frecuentemente"
"2026/04/26 8:53:29 a. m. GMT-5","5","Masculino","61.2 ","1.67 ","18","Ingeniería, Tecnología y Construcción.","2","5","2.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3"," 2","0","2","Bajo","Mala","7","0","3","1","1","0","3","2","Realizar actividad física","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","4","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/26 5:44:21 p. m. GMT-5","3","Masculino","70","1.70","18","Ingeniería, Tecnología y Construcción.","3","5","12","6","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","5","Regular","Regular","7","2","3","0","0","0","2","2","Realizar actividad física","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","Sí","3","A veces","Regular","Poco","A veces"
"2026/04/26 5:44:43 p. m. GMT-5","3","Masculino","93","1.87","18","Ingeniería, Tecnología y Construcción.","1","5","2","1","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","2","5","0","3","Regular","Mala","6","1","0","4","2","1","3","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","10","A veces","Regular","Bastante","Frecuentemente"
"2026/04/26 5:49:00 p. m. GMT-5","3","Masculino","80 ","1.65","16","Ingeniería, Tecnología y Construcción.","1","6","4","5 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","3 ","Bajo","Buena","6 ","0","2","0","0","3","3","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","200 ","Siempre","Bastante","Bastante","A veces"
"2026/04/26 5:56:44 p. m. GMT-5","3","Masculino","62","1.7","17","Ingeniería, Tecnología y Construcción.","1","5","7.5","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","7","Muy alto","Regular","7","1","1","0","0","0","2","2.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","20","Rara vez","Bastante","Regular","A veces"
"2026/04/26 6:10:26 p. m. GMT-5","8","Masculino","72","1.70","23","Ingeniería, Tecnología y Construcción.","6","6","6","0.2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","4","Regular","Mala","6","7","2","0","No tomo","0","4","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","Sí","0","Nunca","Poco","Poco","Nunca"
"2026/04/26 6:10:42 p. m. GMT-5","8","Masculino","90","1.75","18","Ingeniería, Tecnología y Construcción.","3","6","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","5","0","2","Regular","Regular","6","2","3","0","0","0","3","2.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","50","Frecuentemente","Regular","Regular","A veces"
"2026/04/26 6:18:05 p. m. GMT-5","8","Femenino","45","1.54","20","Ingeniería, Tecnología y Construcción.","4","5","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","3","4","Alto","Muy buena","11","10","3","0","0","0","3","1.5","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","10","Rara vez","Regular","Bastante","Frecuentemente"
"2026/04/26 6:29:09 p. m. GMT-5","8","Masculino","54","1.73","26","Ingeniería, Tecnología y Construcción.","10","1","2","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","2","1","Muy bajo","Mala","7","1","3","0","1","3","4","1","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","50","A veces","Bastante","Bastante","A veces"
"2026/04/26 6:31:19 p. m. GMT-5","5","Masculino","54.1","1.58","19","Humanidades, Artes y Educación.","5","5","13","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","5","Muy alto","Regular","6","2","3","0","0","2","3","1.8","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","150","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/26 6:37:09 p. m. GMT-5","4","Femenino","58","1.6","18","Ingeniería, Tecnología y Construcción.","3","6","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","4","Bajo","Buena","7","2","2","0","0","0","3","2","Dormir más horas que lo habitual","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","35","Rara vez","Regular","Regular","A veces"
"2026/04/26 6:58:05 p. m. GMT-5","4","Masculino","70","1.70","22","Ingeniería, Tecnología y Construcción.","9","4","4","3 ","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","7","7","Muy alto","Regular","5","2","3","1","1","2","1","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","50","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/26 7:24:49 p. m. GMT-5","3","Masculino","92","1.74","17","Ingeniería, Tecnología y Construcción.","1","10","1.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","2","Regular","Mala","4.30","0","3","2","1","1","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Poco","Bastante","A veces"
"2026/04/26 10:44:19 p. m. GMT-5","4","Masculino","62","1.80","18","Ingeniería, Tecnología y Construcción.","3","7","7","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","4","Regular","Regular","6.5","4","3","0","0","0","2","4","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","Sí","10","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/27 12:19:35 a. m. GMT-5","8","Masculino","85","1.71","18","Ingeniería, Tecnología y Construcción.","5","5","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","0","Regular","Mala","6","2","0","1","1","1","2","2.7","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","0","Rara vez","Bastante","Bastante","A veces"
"2026/04/27 11:02:51 a. m. GMT-5","1","Masculino","90","1.75","18","Ingeniería, Tecnología y Construcción.","4","5","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Muy bajo","Mala","6","3","2","2","1","4","3","2","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Muy mala","No","600","Rara vez","Bastante","Bastante","Nunca"
"2026/04/27 1:07:43 p. m. GMT-5","4","Femenino","58","1.54","18","Ingeniería, Tecnología y Construcción.","2","6","1","15","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","0","Bajo","Regular","4","0","0","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","Rara vez","Regular","Regular","Siempre"
"2026/04/27 2:13:42 p. m. GMT-5","4","Femenino","75","1.63","23","Administración, Negocios y Contabilidad.","10","6","12","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","4","5","Regular","Mala","7","4","2","0","0","3","3","2","Ir de compras","Salud general y recomendación médica.","Mixta.","Regular","No","200","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 2:16:01 p. m. GMT-5","8","Masculino","65","1.75","18","Ingeniería, Tecnología y Construcción.","3","5","10.5","14","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","7","Alto","Regular","6","2","3","0","0","0","3","3.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","200","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 2:17:30 p. m. GMT-5","5","Masculino","79","1.74","18","Ingeniería, Tecnología y Construcción.","3","7","6.7","6.7","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","4","Regular","Muy mala","7","1","1","0","0","2","3","1.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","Sí","5","A veces","Regular","Bastante","Rara vez"
"2026/04/27 2:20:19 p. m. GMT-5","4","Masculino","76 ","1.72","18","Ingeniería, Tecnología y Construcción.","3","5","3","1","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","5","6","Regular","Muy buena","8","2","3","0","0","2","1","3","Realizar actividad física","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","No","10","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:20:45 p. m. GMT-5","4","Femenino","53","1.68","19","Ingeniería, Tecnología y Construcción.","2","5","7","4","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","0","4","Regular","Mala","4","0","4","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","0","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 2:20:49 p. m. GMT-5","4","Masculino","82","1.83","20","Ingeniería, Tecnología y Construcción.","6","5","12","10","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","1","4","Regular","Regular","8","2","3","2","1","1","2","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","190","A veces","Poco","Poco","A veces"
"2026/04/27 2:21:13 p. m. GMT-5","4","Masculino","90","1.75","22","Administración, Negocios y Contabilidad.","4","5","8","8","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","3","4","3","Regular","Regular","7","2","2","3","1","2","1","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","100","A veces","Regular","Regular","Frecuentemente"
"2026/04/27 2:22:34 p. m. GMT-5","4","Masculino","80","1.80","21","Ciencias de la Salud.","3","4","10","12","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","6","5","Regular","Regular","6","2","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","500","Frecuentemente","Bastante","Bastante","Siempre"
"2026/04/27 2:23:08 p. m. GMT-5","4","Masculino","65","1.77","21","Ciencias de la Salud.","10","7","3.5","8","Omnívora: Consume alimentos de origen animal y vegetal.","2","5","0","4","Regular","Mala","4","15","1","2","2","3","2","6","Realizar actividad física","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Mala","No","0","A veces","Bastante","Bastante","A veces"
"2026/04/27 2:26:08 p. m. GMT-5","4","Masculino","65","1","22","Ingeniería, Tecnología y Construcción.","6","5","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","5","Regular","Muy mala","4","1","1","1","1","0","3","1","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","1000","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 2:27:36 p. m. GMT-5","4","Masculino","73","1.75","23","Ingeniería, Tecnología y Construcción.","10","2","2 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","7","7","Muy alto","Muy buena","10","0","4","7","4","2","1","2","Jugar videojuegos","Salud general y recomendación médica.","Mixta.","Muy buena","Sí","10","Nunca","Nunca","Poco","Frecuentemente"
"2026/04/27 2:28:17 p. m. GMT-5","4","Femenino","70","0.165","18","Ingeniería, Tecnología y Construcción.","2","5","1.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","4","3","2","1","Bajo","Regular","6","0","2","0","0","3","2","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","No","100","A veces","Muy poco","Bastante","Frecuentemente"
"2026/04/27 2:29:44 p. m. GMT-5","4","Masculino","70","1.70","17","Ingeniería, Tecnología y Construcción.","1","6","20","18","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","4","5","Alto","Regular","6","5","3","2","3","1","4","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","500","Frecuentemente","Bastante","Bastante","Rara vez"
"2026/04/27 2:30:42 p. m. GMT-5","4","Masculino","92","1.73","18","Ingeniería, Tecnología y Construcción.","2","6","7","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","3","Regular","Regular","6","0","4","2","1","1","2","3 ","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Mala","No","200","Frecuentemente","Bastante","Bastante","Siempre"
"2026/04/27 2:31:04 p. m. GMT-5","4","Masculino","67","1.74","21","Ingeniería, Tecnología y Construcción.","7","5","5","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","3","Alto","Regular","7","1","3","0","0","3","3","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","100","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 2:32:28 p. m. GMT-5","4","Masculino","60","1.65","26","Ingeniería, Tecnología y Construcción.","4","4","6","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","8","0","6","Regular","Regular","6","0","2","3","2","1","4","1","Realizar actividad física","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","30","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/27 2:32:52 p. m. GMT-5","6","Femenino","60","1.6","19","Ingeniería, Tecnología y Construcción.","3","6","8","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","4","Regular","Regular","6","2","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","Frecuentemente","Regular","Regular","A veces"
"2026/04/27 2:33:08 p. m. GMT-5","4","Masculino","66","1.70","17","Administración, Negocios y Contabilidad.","1","5","4","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","2","4","Regular","Regular","7","5","0","1","1","3","2","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","Sí","0","Frecuentemente","Poco","Regular","A veces"
"2026/04/27 2:34:05 p. m. GMT-5","6","Femenino","79","1","18","Ingeniería, Tecnología y Construcción.","3","7","6","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","3","Regular","Buena","6","0","3","1","1","4","3","2","Dormir más horas que lo habitual","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","20","A veces","Bastante","Regular","A veces"
"2026/04/27 2:36:51 p. m. GMT-5","4","Masculino","80","1.70","21","Ingeniería, Tecnología y Construcción.","6","10","1","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","7","1","1","Regular","Regular","7","4","3","2","1","1","3","1.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","A veces","Regular","Bastante","A veces"
"2026/04/27 2:37:47 p. m. GMT-5","4","Femenino","58","1.57","18","Ciencias Exactas y Ambientales.","2","5","3.5","4.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","3","Bajo","Mala","5","0","2","0","0","3","4","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:37:58 p. m. GMT-5","4","Femenino","60","1.61","19","Humanidades, Artes y Educación.","6","8","15","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","5","5","Regular","Regular","5","0","3","0","0","0","2","2","Ir de compras","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","50","A veces","Regular","Regular","A veces"
"2026/04/27 2:42:46 p. m. GMT-5","4","Masculino","60 ","1.76","17","Ingeniería, Tecnología y Construcción.","1","2","3","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","1","2","3","6","Regular","Regular","5","0","1","0","0","1","3","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","10","Frecuentemente","Poco","Poco","Frecuentemente"
"2026/04/27 2:43:16 p. m. GMT-5","6","Femenino","60","1.69","18","Ingeniería, Tecnología y Construcción.","3","5","5","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","6","2","4","Regular","Muy mala","5","4","2","6","2","4","2","2","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","20","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:45:40 p. m. GMT-5","4","Femenino","63","1.59","27","Administración, Negocios y Contabilidad.","9","6","10","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Regular","Mala","6","1","3","0","0","0","3","5","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Regular","No","300","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/27 2:47:55 p. m. GMT-5","4","Masculino","64","1.71","22","Ingeniería, Tecnología y Construcción.","9","4","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","0","3","Muy alto","Regular","6.5","4","2","2","1","3","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","250","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/27 2:49:01 p. m. GMT-5","4","Masculino","53","1.66","100","Ingeniería, Tecnología y Construcción.","10","9","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","6","5","Alto","Mala","5","20","3","0","0","2","1","1","Otros motivos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","300","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:50:38 p. m. GMT-5","4","Femenino","62","1.62","23","Ingeniería, Tecnología y Construcción.","1","5","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","0","Bajo","Regular","6","2","3","1","0","2","3","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","Sí","0","Frecuentemente","Regular","Bastante","A veces"
"2026/04/27 2:54:33 p. m. GMT-5","4","Masculino","63.5","1.62","22","Ingeniería, Tecnología y Construcción.","1","6","3","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","6","Muy alto","Regular","6","0","3","0","Agua mineral nada más ","2","3","4","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","0","Frecuentemente","Regular","Poco","A veces"
"2026/04/27 2:58:27 p. m. GMT-5","6","Femenino","65","1.52","18","Humanidades, Artes y Educación.","3","5","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","3","Regular","Mala","6","0","1","0","0","2","0","2","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","70","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 2:58:32 p. m. GMT-5","4","Femenino","57","1.60","19","Ciencias Sociales y Derecho.","3","7","4 ","5.5","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","2","0","6","Regular","Regular","4","3","2","5","0","3","1","1.5","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Mixta.","Regular","No","8","A veces","Poco","Poco","A veces"
"2026/04/27 2:59:38 p. m. GMT-5","4","Femenino","68","1.63","20","Ingeniería, Tecnología y Construcción.","5","5","4","12","Omnívora: Consume alimentos de origen animal y vegetal.","1","1","0","3","Bajo","Buena","8","0","0","0","0","3","3","2 ","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","600","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/27 3:00:16 p. m. GMT-5","4","Masculino","59","1.72","18","Ciencias de la Salud.","1","1","4.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Muy bajo","Mala","6.5","0","1","0","0","1","4","1.5","Otros motivos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Mala","Sí","0","Rara vez","Regular","Bastante","Rara vez"
"2026/04/27 3:01:14 p. m. GMT-5","4","Femenino","68","1.60","20","Humanidades, Artes y Educación.","2","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","0","5","Muy bajo","Regular","5 ","3","1","0","0","3","4","1.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","40","Rara vez","Bastante","Bastante",""
"2026/04/27 3:01:49 p. m. GMT-5","4","Masculino","90","1.90","21","Ingeniería, Tecnología y Construcción.","4","5","6","8","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","4","2","1","3","Alto","Muy mala","7","1","3","2","0","1","2","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","80","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/27 3:17:46 p. m. GMT-5","4","Masculino","73","1.75","20","Ingeniería, Tecnología y Construcción.","7","4","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","2","Bajo","Buena","8","0","3","0","0","1","2","1","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/27 3:18:45 p. m. GMT-5","4","Masculino","58","1.60","22","Administración, Negocios y Contabilidad.","5","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","1","0","Muy bajo","Regular","7","3","3","0","0","2","3","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Buena","No","1","Rara vez","Regular","Bastante","A veces"
