Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
19,SMITE,Abril,2016,"  3,524,821 horas","   173,748 horas","   25,390 streamers",NA,    449 canales,"  4,902 espectadores",   241 canales
21,Music,Mayo,2019,"  5,811,233 horas","   242,131 horas","   14,399 streamers","   22,161 espectadores",    449 canales,"  7,821 espectadores",   325 canales
33,Music,Noviembre,2019,"  4,024,331 horas","   231,062 horas","   13,739 streamers","   82,015 espectadores",    449 canales,"  5,597 espectadores",   321 canales
49,Magic: The Gathering,Enero,2021,"  4,633,784 horas","    96,536 horas","    7,859 streamers","   37,983 espectadores",    449 canales,NA,   129 canales
30,Path of Exile,Septiembre,2022," 10,174,763 horas","   159,760 horas","    8,253 streamers",NA,    451 canales," 14,151 espectadores",NA
64,Tibia,Junio,2023,"  2,875,372 horas","   147,628 horas","    5,773 streamers","   11,848 espectadores",    451 canales,"  3,999 espectadores",   205 canales
4,Hearthstone,Junio,2016," 35,460,014 horas","   185,031 horas","   26,446 streamers","  139,821 espectadores",    452 canales,NA,   257 canales
51,World of Tanks,Octubre,2021,"  4,486,237 horas","   134,139 horas","    8,089 streamers","   26,327 espectadores",    452 canales,NA,   180 canales
36,World of Tanks,Febrero,2023,"  7,640,951 horas","   130,937 horas","   12,767 streamers","   51,538 espectadores",    452 canales," 11,387 espectadores",   195 canales
29,Music,Julio,2019,"  4,184,515 horas","   246,274 horas","   13,127 streamers",NA,    454 canales,"  5,631 espectadores",   331 canales
37,World of Tanks,Marzo,2020,"  4,014,371 horas","   152,027 horas","   10,943 streamers","   23,233 espectadores",    454 canales,"  5,402 espectadores",   204 canales
97,osu!,Noviembre,2020,"  1,641,388 horas","   190,729 horas","   30,295 streamers","   24,096 espectadores",    454 canales,"  2,282 espectadores",NA
59,SMITE,Diciembre,2021,"  4,191,326 horas","   164,820 horas","   12,852 streamers",NA,    454 canales,"  5,641 espectadores",   221 canales
106,Warframe,Mayo,2024,"  1,752,460 horas","   164,011 horas","   18,461 streamers","   64,265 espectadores",    454 canales,"  2,358 espectadores",   220 canales
71,Tibia,Junio,2021,"  3,068,067 horas","   155,755 horas","    5,591 streamers","   12,609 espectadores",    455 canales,"  4,267 espectadores",   216 canales
27,World of Tanks,Diciembre,2022," 11,484,980 horas","   148,327 horas","   12,949 streamers","   68,851 espectadores",    455 canales," 15,457 espectadores",   199 canales
46,World of Tanks,Enero,2024,"  5,343,662 horas","   147,466 horas","   13,347 streamers","   44,612 espectadores",    455 canales,"  7,192 espectadores",   198 canales
15,Hearthstone,Septiembre,2021," 24,268,029 horas","   180,100 horas","   13,193 streamers","   82,797 espectadores",    456 canales," 33,752 espectadores",NA
100,osu!,Octubre,2021,"  1,766,303 horas","   185,162 horas","   29,739 streamers","   12,562 espectadores",    456 canales,"  2,377 espectadores",   249 canales
49,SMITE,Julio,2022,"  4,929,547 horas","   165,572 horas","   20,074 streamers","   28,961 espectadores",    456 canales,"  6,634 espectadores",NA
40,Talk Shows & Podcasts,Septiembre,2020,"  5,455,799 horas","   117,814 horas","   11,116 streamers","  125,286 espectadores",    457 canales,"  7,588 espectadores",   163 canales
137,Warframe,Abril,2021,"  1,293,535 horas","   141,460 horas","   12,131 streamers","   53,964 espectadores",    457 canales,"  1,799 espectadores",   196 canales
65,DayZ,Febrero,2022,"  3,501,750 horas","   176,299 horas","   20,391 streamers","   21,917 espectadores",    457 canales,"  5,218 espectadores",   262 canales
42,SMITE,Abril,2020,"  4,071,594 horas","   172,933 horas","   14,382 streamers","   22,708 espectadores",    459 canales,"  5,662 espectadores",   240 canales
106,Euro Truck Simulator 2,Mayo,2020,"  1,314,740 horas","   110,073 horas","   11,921 streamers","   34,580 espectadores",    459 canales,NA,   148 canales
42,World of Tanks,Febrero,2022,"  5,978,106 horas","   135,102 horas","   14,365 streamers","   35,255 espectadores",    459 canales,"  8,909 espectadores",   201 canales
60,Dungeons & Dragons,Junio,2021,"  3,784,591 horas","    90,387 horas","    9,096 streamers",NA,    460 canales,NA,   125 canales
33,Path of Exile,Abril,2019,"  4,152,340 horas","   165,354 horas","   13,510 streamers","   25,487 espectadores",    461 canales,"  5,775 espectadores",   229 canales
69,Tibia,Abril,2021,"  3,434,432 horas","   176,694 horas","    6,386 streamers","    9,733 espectadores",    461 canales,NA,   245 canales
61,DayZ,Octubre,2020,"  3,320,353 horas","   187,031 horas","   12,883 streamers","   11,828 espectadores",    463 canales,"  4,468 espectadores",   251 canales
88,Warframe,Abril,2024,"  2,436,830 horas","   190,238 horas","   20,819 streamers",NA,    463 canales,NA,   264 canales
4,Hearthstone,Marzo,2016," 39,270,352 horas","   208,497 horas","   29,672 streamers","  250,667 espectadores",    464 canales," 52,853 espectadores",   280 canales
32,Rocket League,Junio,2016,"  1,554,985 horas","   121,906 horas","   38,544 streamers","   16,903 espectadores",    464 canales,"  2,162 espectadores",   169 canales
51,Rust,Enero,2019,"  2,102,879 horas","   134,284 horas","   14,847 streamers","   21,863 espectadores",    464 canales,"  2,830 espectadores",   180 canales
68,Dungeons & Dragons,Diciembre,2020,"  2,764,052 horas","    76,445 horas","    7,672 streamers","   72,421 espectadores",    464 canales,"  3,720 espectadores",NA
144,Euro Truck Simulator 2,Julio,2021,"  1,194,187 horas","   122,958 horas","   14,434 streamers","   10,772 espectadores",    464 canales,"  1,607 espectadores",NA
23,Hearthstone,Abril,2023," 13,322,798 horas","   105,702 horas","   10,994 streamers","   47,728 espectadores",    465 canales,NA,   147 canales
32,World of Tanks,Febrero,2019,"  3,211,747 horas","   125,593 horas","   10,386 streamers","   15,421 espectadores",    466 canales,"  4,786 espectadores",   187 canales
95,osu!,Septiembre,2021,"  2,034,531 horas","   192,961 horas","   32,066 streamers","   18,592 espectadores",    466 canales,"  2,829 espectadores",   268 canales
51,Path of Exile,Septiembre,2021,"  4,702,386 horas","   103,462 horas","    4,652 streamers","   29,420 espectadores",    467 canales,"  6,540 espectadores",   143 canales
28,World of Tanks,Diciembre,2023," 12,016,690 horas","   162,177 horas","   13,220 streamers","   75,588 espectadores",    467 canales," 16,173 espectadores",   218 canales
46,Talk Shows & Podcasts,Enero,2023,"  4,956,775 horas","   153,153 horas","   15,593 streamers","   79,338 espectadores",    468 canales,"  6,671 espectadores",   206 canales
56,DayZ,Marzo,2022,"  3,847,572 horas","   177,432 horas","   19,655 streamers",NA,    469 canales,NA,   238 canales
25,Dead by Daylight,Marzo,2018,"  4,096,008 horas","   212,468 horas","   21,545 streamers","   16,458 espectadores",    470 canales,NA,NA
55,World of Tanks,Septiembre,2021,"  4,295,650 horas","   145,182 horas","    8,722 streamers","   53,473 espectadores",    470 canales,NA,   201 canales
76,The Sims 4,Junio,2021,"  2,785,369 horas","   112,041 horas","   16,798 streamers","  133,635 espectadores",    471 canales,"  3,873 espectadores",   155 canales
29,Music,Agosto,2019,"  4,016,707 horas","   252,484 horas","   13,232 streamers","   20,097 espectadores",    472 canales,"  5,406 espectadores",   339 canales
68,Dungeons & Dragons,Mayo,2021,"  3,445,331 horas","   100,171 horas","    9,454 streamers","   83,203 espectadores",    472 canales,"  4,637 espectadores",   134 canales
9,Dead by Daylight,Agosto,2016,"  8,124,026 horas","   147,501 horas","   14,161 streamers","   54,616 espectadores",    473 canales,NA,NA
45,Retro,Diciembre,2022,"  5,093,779 horas","   157,118 horas","   10,943 streamers","   20,084 espectadores",    474 canales,"  6,855 espectadores",   211 canales
26,Music,Junio,2019,"  5,189,211 horas","   247,791 horas","   13,219 streamers","   41,355 espectadores",    475 canales,"  7,217 espectadores",NA
70,Tibia,Mayo,2021,"  3,406,494 horas","   168,072 horas","    6,049 streamers","   14,092 espectadores",    475 canales,"  4,584 espectadores",   226 canales
127,Euro Truck Simulator 2,Octubre,2023,"  1,272,694 horas","   115,460 horas","   17,984 streamers",NA,    475 canales,"  1,712 espectadores",   155 canales
40,Rocket League,Diciembre,2017,"  2,286,209 horas","   172,061 horas","   39,635 streamers","   68,966 espectadores",    478 canales,"  3,076 espectadores",   231 canales
37,Rocket League,Enero,2018,"  2,516,996 horas","   199,446 horas","   47,379 streamers","   79,487 espectadores",    479 canales,"  3,387 espectadores",   268 canales
16,Hearthstone,Diciembre,2020," 25,720,299 horas","   195,280 horas","   14,402 streamers","   84,878 espectadores",    480 canales," 34,616 espectadores",NA
28,DayZ,Julio,2021," 11,185,731 horas","   179,726 horas","   13,496 streamers","  292,278 espectadores",    481 canales," 15,054 espectadores",   241 canales
33,World of Tanks,Enero,2019,"  3,970,015 horas","   154,710 horas","   13,146 streamers","   18,554 espectadores",    483 canales,"  5,343 espectadores",NA
14,Hearthstone,Mayo,2020," 22,611,511 horas","   206,674 horas","   15,434 streamers","   66,948 espectadores",    483 canales,NA,NA
56,DayZ,Mayo,2024,"  4,379,193 horas","   194,036 horas","   21,648 streamers","   21,536 espectadores",    483 canales,"  5,893 espectadores",   261 canales
43,DayZ,Julio,2024,"  5,912,999 horas","   200,866 horas","   22,849 streamers","   35,359 espectadores",    483 canales,"  7,958 espectadores",   270 canales
20,Rust,Agosto,2019,"  5,584,593 horas","   153,286 horas","   15,449 streamers",NA,    484 canales,"  7,516 espectadores",   206 canales
34,World of Tanks,Febrero,2020,"  4,029,702 horas","   144,066 horas","   10,672 streamers","   20,331 espectadores",    485 canales,"  5,798 espectadores",   207 canales
40,Talk Shows & Podcasts,Enero,2022,"  6,961,149 horas","   161,945 horas","   27,016 streamers","  100,997 espectadores",    485 canales,"  9,368 espectadores",   217 canales
29,Path of Exile,Enero,2024," 11,139,554 horas","   184,839 horas","    9,590 streamers","   52,592 espectadores",    485 canales," 14,992 espectadores",   248 canales
5,Hearthstone,Enero,2018," 35,066,069 horas","   240,711 horas","   31,766 streamers",NA,    487 canales," 47,195 espectadores",   323 canales
46,Magic: The Gathering,Abril,2021,"  5,816,455 horas","   109,662 horas","    9,254 streamers",NA,    488 canales,"  8,089 espectadores",NA
43,SMITE,Mayo,2020,"  4,679,979 horas","   186,584 horas","   15,103 streamers","   32,960 espectadores",    491 canales,"  6,298 espectadores",   251 canales
33,Magic: The Gathering,Abril,2020,"  6,607,126 horas","   116,677 horas","    8,446 streamers","   43,689 espectadores",    492 canales,"  9,189 espectadores",   162 canales
16,Hearthstone,Octubre,2020," 24,271,349 horas","   190,063 horas","   14,247 streamers","  142,885 espectadores",    492 canales," 32,666 espectadores",   255 canales
111,Warframe,Septiembre,2022,"  1,597,023 horas","   129,889 horas","   15,540 streamers","   65,782 espectadores",    492 canales,NA,   180 canales
66,DayZ,Septiembre,2023,"  3,508,045 horas","   183,276 horas","   21,246 streamers",NA,    492 canales,NA,   254 canales
61,Dungeons & Dragons,Abril,2021,"  3,779,877 horas","    97,477 horas","    9,407 streamers","   87,295 espectadores",    493 canales,"  5,257 espectadores",   135 canales
48,Talk Shows & Podcasts,Febrero,2023,"  4,488,454 horas","   151,388 horas","   15,699 streamers","   80,696 espectadores",    493 canales,NA,   225 canales
54,SMITE,Febrero,2023,"  3,937,968 horas","   150,994 horas","   17,034 streamers","   19,741 espectadores",    493 canales,"  5,868 espectadores",   225 canales
30,Rust,Marzo,2020,"  4,988,329 horas","   163,575 horas","   16,495 streamers","   24,070 espectadores",    494 canales,"  6,713 espectadores",   220 canales
56,World of Tanks,Noviembre,2021,"  4,244,286 horas","   138,054 horas","    8,232 streamers","   33,708 espectadores",    494 canales,"  5,903 espectadores",NA
59,Path of Exile,Febrero,2024,"  3,813,529 horas","    71,229 horas","    5,124 streamers",NA,    494 canales,"  5,487 espectadores",   102 canales
20,Path of Exile,Septiembre,2016,"  3,318,962 horas","    78,612 horas","    5,747 streamers","   23,319 espectadores",    495 canales,"  4,616 espectadores",   109 canales
19,Dead by Daylight,Agosto,2017,"  3,281,636 horas","   166,948 horas","   16,155 streamers","   18,843 espectadores",    497 canales,"  4,416 espectadores",   224 canales
4,Hearthstone,Febrero,2016," 39,982,412 horas","   200,632 horas","   29,785 streamers","  117,067 espectadores",    498 canales," 57,528 espectadores",   288 canales
39,Talk Shows & Podcasts,Enero,2021,"  6,649,443 horas","   162,573 horas","   15,929 streamers","   98,387 espectadores",    498 canales,"  8,949 espectadores",   218 canales
52,DayZ,Septiembre,2022,"  4,509,106 horas","   191,483 horas","   20,908 streamers","   14,823 espectadores",    498 canales,"  6,271 espectadores",   266 canales
31,World of Tanks,Diciembre,2019,"  4,293,112 horas","   156,063 horas","   11,764 streamers","   32,473 espectadores",    499 canales,"  5,778 espectadores",   210 canales
19,Dead by Daylight,Diciembre,2017,"  4,358,942 horas","   201,079 horas","   19,316 streamers","   39,703 espectadores",    500 canales,"  5,866 espectadores",   270 canales
59,DayZ,Septiembre,2024,"  3,938,875 horas","   194,778 horas","   21,690 streamers","   61,966 espectadores",    500 canales,"  5,478 espectadores",   270 canales
53,DayZ,Septiembre,2021,"  4,335,216 horas","   181,083 horas","   12,745 streamers","   30,464 espectadores",    501 canales,"  6,029 espectadores",   251 canales
27,Rocket League,Junio,2018,"  4,099,002 horas","   212,778 horas","   52,849 streamers","  173,257 espectadores",    502 canales,"  5,700 espectadores",   295 canales
17,Hearthstone,Enero,2021," 24,208,283 horas","   203,848 horas","   15,518 streamers","   71,807 espectadores",    502 canales," 32,581 espectadores",   274 canales
33,Tom Clancy's Rainbow Six Siege,Marzo,2016,"  1,912,821 horas","   152,463 horas","   26,653 streamers","   20,699 espectadores",    503 canales,"  2,574 espectadores",NA
122,Euro Truck Simulator 2,Diciembre,2020,"  1,198,546 horas","   126,271 horas","   14,023 streamers","   27,353 espectadores",    503 canales,"  1,613 espectadores",   169 canales
54,DayZ,Noviembre,2021,"  4,350,637 horas","   182,166 horas","   11,879 streamers",NA,    503 canales,"  6,050 espectadores",   253 canales
111,Warframe,Agosto,2024,"  1,707,185 horas","   154,356 horas","   18,924 streamers",NA,    503 canales,"  2,297 espectadores",   207 canales
80,The Sims 4,Julio,2023,"  2,165,512 horas","   114,057 horas","   21,730 streamers","   16,403 espectadores",    504 canales,"  2,914 espectadores",   153 canales
34,Rocket League,Marzo,2016,"  1,881,084 horas","   189,233 horas","   47,759 streamers","   21,120 espectadores",    505 canales,"  2,531 espectadores",   254 canales
51,DayZ,Noviembre,2020,"  4,027,702 horas","   186,618 horas","   13,146 streamers","   35,884 espectadores",    506 canales,"  5,601 espectadores",   259 canales
66,Tibia,Agosto,2022,"  3,514,786 horas","   140,492 horas","    5,651 streamers","   16,639 espectadores",    506 canales,"  4,730 espectadores",NA
48,World of Tanks,Mayo,2021,"  5,263,256 horas","   161,306 horas","    9,273 streamers",NA,    509 canales,"  7,083 espectadores",   217 canales
57,Talk Shows & Podcasts,Julio,2023,"  4,231,301 horas","   173,320 horas","   14,465 streamers","   20,576 espectadores",    511 canales,NA,   233 canales
27,Path of Exile,Junio,2016,"  2,382,288 horas","    67,495 horas","    4,645 streamers",NA,    513 canales,"  3,313 espectadores",    93 canales
45,SMITE,Junio,2020,"  3,855,806 horas","   176,255 horas","   14,889 streamers",NA,    514 canales,NA,   245 canales
22,Hearthstone,Abril,2024," 13,164,833 horas","   111,852 horas","   10,477 streamers","   67,519 espectadores",    514 canales," 18,309 espectadores",   155 canales
57,Retro,Agosto,2021,"  4,403,444 horas","   244,682 horas","   11,420 streamers",NA,    515 canales,"  5,926 espectadores",   329 canales
62,Talk Shows & Podcasts,Agosto,2023,"  4,014,278 horas","   172,470 horas","   14,110 streamers","   28,480 espectadores",    515 canales,"  5,402 espectadores",NA
44,Talk Shows & Podcasts,Noviembre,2023,"  4,915,522 horas","   180,877 horas","   14,197 streamers",NA,    515 canales,"  6,836 espectadores",   251 canales
117,Euro Truck Simulator 2,Abril,2020,"  1,029,087 horas","   133,837 horas","   13,334 streamers",NA,    516 canales,"  1,431 espectadores",NA
91,osu!,Febrero,2021,"  1,809,896 horas","   216,187 horas","   37,147 streamers","   16,755 espectadores",    516 canales,"  2,697 espectadores",   322 canales
4,Hearthstone,Enero,2016," 39,936,159 horas","   235,903 horas","   36,170 streamers","  131,357 espectadores",    517 canales," 53,749 espectadores",   317 canales
53,World of Tanks,Agosto,2021,"  4,978,095 horas","   150,448 horas","    8,946 streamers","   51,325 espectadores",    517 canales,"  6,699 espectadores",   202 canales
66,7 Days to Die,Julio,2023,"  3,342,960 horas","   241,800 horas","   22,431 streamers","   17,258 espectadores",    517 canales,"  4,499 espectadores",   325 canales
64,DayZ,Octubre,2023,"  4,136,106 horas","   197,792 horas","   22,324 streamers","   40,907 espectadores",    517 canales,"  5,566 espectadores",   266 canales
75,Dungeons & Dragons,Marzo,2021,"  2,989,220 horas","   103,712 horas","    9,645 streamers","   81,524 espectadores",    518 canales,"  4,023 espectadores",   139 canales
31,Path of Exile,Noviembre,2017,"  2,996,887 horas","    71,435 horas","    5,351 streamers","   29,389 espectadores",    519 canales,NA,    99 canales
48,World of Tanks,Abril,2021,"  5,271,236 horas","   160,272 horas","    9,720 streamers","   33,934 espectadores",    519 canales,"  7,331 espectadores",   222 canales
53,Talk Shows & Podcasts,Julio,2022,"  4,499,555 horas","   169,125 horas","   22,721 streamers","  110,483 espectadores",    519 canales,"  6,055 espectadores",NA
41,Talk Shows & Podcasts,Noviembre,2022,"  5,408,453 horas","   164,882 horas","   17,803 streamers","   83,880 espectadores",    519 canales,"  7,522 espectadores",   229 canales
163,osu!,Marzo,2024,"    936,878 horas","   105,575 horas","   21,173 streamers","   13,659 espectadores",    519 canales,"  1,260 espectadores",   142 canales
49,Talk Shows & Podcasts,Junio,2022,"  5,328,205 horas","   167,376 horas","   22,378 streamers","   98,184 espectadores",    521 canales,"  7,410 espectadores",   232 canales
95,osu!,Junio,2021,"  1,950,173 horas","   210,307 horas","   35,943 streamers","   28,096 espectadores",    522 canales,"  2,712 espectadores",   292 canales
40,Talk Shows & Podcasts,Febrero,2022,"  6,349,039 horas","   163,988 horas","   25,915 streamers","   79,956 espectadores",    522 canales,"  9,462 espectadores",NA
43,Talk Shows & Podcasts,Junio,2023,"  5,494,917 horas","   177,803 horas","   15,041 streamers","  196,189 espectadores",    523 canales,"  7,642 espectadores",   247 canales
36,Tom Clancy's Rainbow Six Siege,Junio,2016,"  1,437,619 horas","   187,356 horas","   34,609 streamers","   10,934 espectadores",    525 canales,"  1,999 espectadores",   260 canales
29,Dead by Daylight,Julio,2017,"  2,465,317 horas","   143,834 horas","   15,193 streamers","   24,199 espectadores",    526 canales,"  3,318 espectadores",   193 canales
27,Rust,Febrero,2020,"  4,776,194 horas","   152,886 horas","   14,473 streamers","   30,825 espectadores",    526 canales,"  6,872 espectadores",   219 canales
129,Euro Truck Simulator 2,Enero,2021,"  1,180,039 horas","   139,367 horas","   14,904 streamers","   16,386 espectadores",    526 canales,"  1,588 espectadores",   187 canales
15,Hearthstone,Septiembre,2020," 20,863,959 horas","   172,801 horas","   13,477 streamers","   86,009 espectadores",    527 canales," 29,018 espectadores",   240 canales
60,DayZ,Diciembre,2021,"  4,091,440 horas","   194,341 horas","   13,419 streamers","   32,021 espectadores",    527 canales,"  5,506 espectadores",NA
102,7 Days to Die,Enero,2022,"  1,974,907 horas","   200,059 horas","   19,814 streamers","   18,275 espectadores",    527 canales,"  2,658 espectadores",NA
53,DayZ,Marzo,2021,"  4,986,200 horas","   209,877 horas","   14,625 streamers","   46,770 espectadores",    528 canales,"  6,710 espectadores",   282 canales
56,Tibia,Marzo,2021,"  4,334,881 horas","   189,870 horas","    6,930 streamers","   15,832 espectadores",    528 canales,"  5,834 espectadores",   255 canales
121,Warframe,Septiembre,2021,"  1,488,429 horas","   142,190 horas","   10,358 streamers","   60,540 espectadores",    528 canales,"  2,070 espectadores",NA
47,Talk Shows & Podcasts,Septiembre,2022,"  5,164,890 horas","   172,565 horas","   20,707 streamers",NA,    528 canales,"  7,183 espectadores",   240 canales
142,Euro Truck Simulator 2,Marzo,2021,"  1,269,626 horas","   137,622 horas","   14,626 streamers","   12,224 espectadores",    530 canales,"  1,708 espectadores",   185 canales
18,Hearthstone,Diciembre,2021," 20,191,997 horas","   140,621 horas","    9,780 streamers","   74,749 espectadores",    530 canales," 27,176 espectadores",   189 canales
61,Path of Exile,Junio,2021,"  3,630,759 horas","    94,545 horas","    4,946 streamers",NA,    531 canales,"  5,049 espectadores",   131 canales
48,SMITE,Octubre,2020,"  4,025,077 horas","   193,068 horas","   15,667 streamers","   24,937 espectadores",    532 canales,NA,   259 canales
29,DayZ,Julio,2022," 10,686,252 horas","   225,689 horas","   25,537 streamers","   71,832 espectadores",    532 canales,NA,   303 canales
49,Talk Shows & Podcasts,Agosto,2022,"  5,065,719 horas","   170,108 horas","   21,593 streamers",NA,    532 canales,"  6,817 espectadores",   228 canales
62,Talk Shows & Podcasts,Agosto,2024,"  4,136,303 horas","   191,399 horas","   12,393 streamers",NA,    532 canales,"  5,567 espectadores",   257 canales
25,Path of Exile,Agosto,2021," 12,077,642 horas","   207,242 horas","    8,446 streamers","   71,993 espectadores",    533 canales," 16,255 espectadores",   278 canales
74,7 Days to Die,Junio,2023,"  2,362,400 horas","   159,452 horas","   16,323 streamers","   18,267 espectadores",    533 canales,NA,   221 canales
71,Dungeons & Dragons,Febrero,2021,"  2,710,310 horas","    92,486 horas","    8,983 streamers","   80,735 espectadores",    535 canales,"  4,039 espectadores",   137 canales
31,Talk Shows & Podcasts,Junio,2021,"  7,921,368 horas","   176,435 horas","   15,677 streamers","  161,517 espectadores",    535 canales,NA,   245 canales
28,Rocket League,Septiembre,2016,"  1,807,327 horas","   116,205 horas","   35,709 streamers","   32,962 espectadores",    536 canales,"  2,513 espectadores",   161 canales
29,Rocket League,Agosto,2018,"  3,884,332 horas","   237,630 horas","   63,782 streamers","   58,691 espectadores",    536 canales,NA,   319 canales
63,Dungeons & Dragons,Enero,2021,"  3,064,097 horas","    94,522 horas","    8,875 streamers","   88,232 espectadores",    536 canales,"  4,123 espectadores",   127 canales
48,World of Tanks,Marzo,2021,"  5,622,533 horas","   179,136 horas","   10,659 streamers","   29,685 espectadores",    536 canales,"  7,567 espectadores",   241 canales
55,DayZ,Abril,2024,"  4,552,900 horas","   202,629 horas","   22,471 streamers","   49,169 espectadores",    536 canales,"  6,332 espectadores",   281 canales
47,Talk Shows & Podcasts,Marzo,2023,"  4,863,746 horas","   178,761 horas","   16,463 streamers","   92,546 espectadores",    537 canales,"  6,546 espectadores",   240 canales
25,Talk Shows & Podcasts,Junio,2019,"  5,449,310 horas","    67,939 horas","   10,712 streamers","  105,859 espectadores",    538 canales,"  7,579 espectadores",    94 canales
52,SMITE,Septiembre,2020,"  4,062,484 horas","   199,425 horas","   16,135 streamers","   22,614 espectadores",    538 canales,"  5,650 espectadores",   277 canales
43,Talk Shows & Podcasts,Julio,2021,"  5,848,649 horas","   168,123 horas","   14,103 streamers","  141,308 espectadores",    538 canales,"  7,871 espectadores",   226 canales
33,Talk Shows & Podcasts,Marzo,2022,"  6,500,428 horas","   176,843 horas","   25,290 streamers","  129,432 espectadores",    539 canales,"  8,748 espectadores",   238 canales
55,Talk Shows & Podcasts,Diciembre,2022,"  4,048,411 horas","   152,072 horas","   15,271 streamers","   75,765 espectadores",    539 canales,"  5,448 espectadores",   204 canales
9,Hearthstone,Mayo,2019," 24,588,335 horas","   172,703 horas","   21,818 streamers","   86,318 espectadores",    541 canales," 33,093 espectadores",NA
65,DayZ,Enero,2022,"  3,850,328 horas","   222,431 horas","   26,029 streamers","   18,857 espectadores",    541 canales,"  5,182 espectadores",   299 canales
10,Hearthstone,Noviembre,2019," 26,372,825 horas","   167,754 horas","   17,606 streamers","   97,122 espectadores",    542 canales,NA,   233 canales
39,Talk Shows & Podcasts,Septiembre,2021,"  6,327,940 horas","   169,773 horas","   13,500 streamers","  192,745 espectadores",    542 canales,"  8,801 espectadores",   236 canales
38,World of Tanks,Abril,2020,"  4,498,709 horas","   178,288 horas","   10,399 streamers","   22,183 espectadores",    543 canales,"  6,256 espectadores",   247 canales
63,DayZ,Agosto,2024,"  4,036,437 horas","   203,838 horas","   23,291 streamers","   49,541 espectadores",    543 canales,NA,   274 canales
22,Dead by Daylight,Septiembre,2017,"  3,590,587 horas","   182,592 horas","   19,934 streamers","   34,493 espectadores",    544 canales,"  4,993 espectadores",   253 canales
32,Minecraft,Mayo,2018,"  3,074,493 horas","   213,467 horas","   38,700 streamers","   16,149 espectadores",    544 canales,"  4,137 espectadores",   287 canales
16,Hearthstone,Abril,2021," 23,090,076 horas","   205,813 horas","   16,526 streamers","   81,936 espectadores",    544 canales," 32,114 espectadores",   286 canales
41,Talk Shows & Podcasts,Mayo,2022,"  5,603,115 horas","   175,290 horas","   22,774 streamers","  125,330 espectadores",    544 canales,"  7,541 espectadores",   235 canales
37,SMITE,Febrero,2018,"  2,321,218 horas","   138,499 horas","   15,430 streamers","   20,432 espectadores",    546 canales,NA,   206 canales
37,Path of Exile,Septiembre,2023,"  9,280,325 horas","   194,581 horas","    9,486 streamers","   36,036 espectadores",    546 canales,NA,NA
57,Talk Shows & Podcasts,Octubre,2023,"  4,913,338 horas","   187,455 horas","   14,383 streamers","   94,762 espectadores",    546 canales,"  6,612 espectadores",   252 canales
7,Dead by Daylight,Junio,2016," 13,469,660 horas","   118,198 horas","   15,205 streamers",NA,    548 canales," 18,733 espectadores",   164 canales
48,World of Tanks,Mayo,2020,"  4,022,800 horas","   171,438 horas","    9,489 streamers","   22,401 espectadores",    548 canales,"  5,414 espectadores",   230 canales
46,SMITE,Septiembre,2021,"  5,061,198 horas","   185,960 horas","   14,859 streamers","   35,828 espectadores",    548 canales,"  7,039 espectadores",   258 canales
74,Path of Exile,Noviembre,2023,"  2,767,190 horas","    63,116 horas","    4,275 streamers","  275,776 espectadores",    549 canales,"  3,848 espectadores",    87 canales
36,Warframe,Agosto,2018,"  2,946,575 horas","   218,361 horas","   25,573 streamers","   72,775 espectadores",    551 canales,"  3,965 espectadores",   293 canales
44,Talk Shows & Podcasts,Mayo,2023,"  5,500,498 horas","   186,160 horas","   15,644 streamers","  137,998 espectadores",    551 canales,"  7,403 espectadores",   250 canales
52,Talk Shows & Podcasts,Mayo,2024,"  4,918,426 horas","   198,735 horas","   13,331 streamers","   75,904 espectadores",    551 canales,"  6,619 espectadores",NA
35,Minecraft,Junio,2018,"  3,079,644 horas","   234,185 horas","   43,784 streamers","   27,186 espectadores",    552 canales,"  4,283 espectadores",   325 canales
51,DayZ,Agosto,2021,"  5,102,121 horas","   194,801 horas","   13,839 streamers",NA,    553 canales,"  6,866 espectadores",   262 canales
43,Talk Shows & Podcasts,Octubre,2021,"  6,317,689 horas","   174,768 horas","   13,149 streamers","   77,349 espectadores",    553 canales,"  8,502 espectadores",   235 canales
25,DayZ,Junio,2022," 12,407,519 horas","   199,158 horas","   23,209 streamers","  109,745 espectadores",    553 canales,NA,   276 canales
74,Path of Exile,Marzo,2023,"  2,515,715 horas","    53,110 horas","    5,199 streamers","  288,235 espectadores",    553 canales,"  3,385 espectadores",    71 canales
57,Talk Shows & Podcasts,Septiembre,2023,"  4,598,976 horas","   173,194 horas","   14,268 streamers","  123,636 espectadores",    553 canales,NA,   240 canales
26,DayZ,Junio,2024," 11,509,296 horas","   197,801 horas","   21,955 streamers","   59,390 espectadores",    553 canales," 16,007 espectadores",   275 canales
51,DayZ,Abril,2021,"  4,590,955 horas","   202,421 horas","   14,354 streamers","   46,726 espectadores",    554 canales,"  6,385 espectadores",   281 canales
46,DayZ,Junio,2023,"  4,635,765 horas","   215,884 horas","   24,741 streamers",NA,    554 canales,"  6,447 espectadores",   300 canales
44,Talk Shows & Podcasts,Noviembre,2021,"  6,644,495 horas","   169,082 horas","   12,075 streamers","  188,079 espectadores",    555 canales,"  9,241 espectadores",   235 canales
