"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/05/02 5:34:50 p.m. GMT-5","2","Femenino","49.55","1.62","19","Ingeniería, Tecnología y Construcción.","3","6","1","3","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","1","6","0","Bajo","Regular","7","0","3","0","0","0","2","4","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","2","A veces","Muy poco","Poco","Frecuentemente"
"2026/05/02 5:42:08 p.m. GMT-5","2","Masculino","72","1.60","30","Ingeniería, Tecnología y Construcción.","2","1","2.0","2.5","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","5","2","Regular","Mala","5","0","3","0","0","1","3","1.8","Realizar actividad física","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","10","A veces","Bastante","Bastante","Rara vez"
"2026/05/02 5:51:06 p.m. GMT-5","2","Masculino","68","1","17","Ingeniería, Tecnología y Construcción.","1","4","1.5","14","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","3","2 ","4","5","Regular","Regular","7","2","2","2","0","2","2","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","180","A veces","Bastante","Poco","Frecuentemente"
"2026/05/02 6:02:10 p.m. GMT-5","2","Masculino","45","1.54","20","Ciencias Sociales y Derecho.","5","3","1.5","1.5","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3  ","4","6","5","Regular","Regular","5","2","1","0","1","0","4","1.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Regular","Sí","10","Frecuentemente","Regular","Regular","A veces"
"2026/05/02 6:14:08 p.m. GMT-5","2","Masculino","70","1.70","19","Ingeniería, Tecnología y Construcción.","5","5","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","0","Muy bajo","Regular","6","1","2","0","0","1","4","2","Realizar actividad física","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","5","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/02 6:19:06 p.m. GMT-5","2","Masculino","75","1.65","19","Ingeniería, Tecnología y Construcción.","1","6","3","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","3","Bajo","Regular","7","0","2","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Mala","No","20","A veces","Regular","Regular","Frecuentemente"
"2026/05/02 6:22:40 p.m. GMT-5","7","Masculino","56","1.70","19","Ingeniería, Tecnología y Construcción.","5","4","1","2.5","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","5","2","0","2","Regular","Regular","8","3","0","4","3","3","2","2.0","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","Sí","5","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/05/02 6:56:12 p.m. GMT-5","2","Masculino","75","1.82","19","Ingeniería, Tecnología y Construcción.","5","3","1","8","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","0","0","Bajo","Regular","7","0","3","1","1","2","3","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","A veces","Bastante","Bastante","A veces"
"2026/05/02 7:21:24 p.m. GMT-5","7","Masculino","74","1.77","18","Ingeniería, Tecnología y Construcción.","5","7","1.5","6.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","4","Bajo","Regular","7","1","0","1","1","3","3","2","Otros motivos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","30","Frecuentemente","Regular","Bastante","Rara vez"
"2026/05/02 8:55:29 p.m. GMT-5","2","Femenino","47","1.53","19","Humanidades, Artes y Educación.","4","7","1.5","3 ","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","5","4","Regular","Regular","5","1","1","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Buena","No","50","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/02 9:03:47 p.m. GMT-5","2","Femenino","38","1.49","18","Humanidades, Artes y Educación.","5","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","5","Alto","Buena","7","0","3","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Mixta.","Muy buena","No","100","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/02 9:33:08 p.m. GMT-5","2","Femenino","54","1.69","18","Humanidades, Artes y Educación.","2","7","6","12","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","6","3","Regular","Regular","6","0","3","0","No consumo","1","2","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","Frecuentemente","Bastante","Poco","Frecuentemente"
"2026/05/02 10:26:45 p.m. GMT-5","2","Masculino","50","1.50","21","Humanidades, Artes y Educación.","6","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","0","Muy bajo","Buena","8","0","3","0","0","0","3","2","Jugar videojuegos","Salud general y recomendación médica.","No realizo actividad física.","Regular","No","0","Nunca","Muy poco","Muy poco","Frecuentemente"
"2026/05/02 11:42:51 p.m. GMT-5","2","Femenino","60","1.60","20","Administración, Negocios y Contabilidad.","6","5","7","15","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","5","3","7","Alto","Regular","6","4","3","2","1","2","3","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","80","A veces","Regular","Regular","A veces"
"2026/05/02 11:47:24 p.m. GMT-5","2","Femenino","60","1.62","21","Ingeniería, Tecnología y Construcción.","5","6","7","15","Vegetariana: Excluye carne y pescado.","3","3","0","7","Regular","Regular","5","0","4","0","0","2","3","3","Ir de compras","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","90","A veces","Poco","Regular","A veces"
"2026/05/03 12:37:49 a.m. GMT-5","2","Masculino","71","1.73","22","Ingeniería, Tecnología y Construcción.","2","5","1.5","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","2","Bajo","Regular","6","2","3","0","0","1","2","2.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Mala","No","20","A veces","Regular","Bastante","Frecuentemente"
"2026/05/03 12:22:23 p.m. GMT-5","2","Masculino","71","1.73","21","Ingeniería, Tecnología y Construcción.","4","4","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","4","Bajo","Muy mala","4","0","3","0","0","0","3","2","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Mala","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/05/03 1:05:40 p.m. GMT-5","2","Masculino","67","1.7","18","Ingeniería, Tecnología y Construcción.","4","7","7","9","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","7","4","3","Regular","Regular","9","0","2","2","2","2","2","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","A veces","Poco","Poco","A veces"
"2026/05/03 1:08:12 p.m. GMT-5","2","Femenino","67","1.78","18","Ingeniería, Tecnología y Construcción.","5","7","10","5","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","4","4","6","7","Regular","Regular","8","0","3","5","2","4","2","4","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","20","A veces","Poco","Poco","A veces"
"2026/05/03 1:12:02 p.m. GMT-5","2","Masculino","83","1.85","21","Ingeniería, Tecnología y Construcción.","4","7","3","4","Vegana: Dieta estricta basada exclusivamente en alimentos de origen vegetal, excluyendo cualquier producto animal.","3","1","0","1","Regular","Regular","10","0","2","3","2","2","1","1.5","Jugar videojuegos","Recreación y socialización con amigos.","Mixta.","Regular","No","20","A veces","Poco","Poco","A veces"
"2026/05/03 5:01:51 p.m. GMT-5","2","Femenino","81","1.65","21","Humanidades, Artes y Educación.","4","7","4","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Bajo","Mala","4 ","1","1","0","0","0","2","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","300","A veces","Regular","Regular","Frecuentemente"
"2026/05/03 5:08:15 p.m. GMT-5","2","Masculino","70","1.64","21","Administración, Negocios y Contabilidad.","5","5","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","3","Regular","Mala","9","3","3","1","1","1","1","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","20","A veces","Poco","Poco","A veces"
"2026/05/03 5:12:42 p.m. GMT-5","2","Femenino","75","1.50","25","Administración, Negocios y Contabilidad.","10","2 ","3 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","1","Regular","Regular","8","0","4","0","0","4","4","1.0","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","200","A veces","Bastante","Bastante","A veces"
"2026/05/03 5:43:53 p.m. GMT-5","2","Femenino","60","1.65","20","Humanidades, Artes y Educación.","9","5","1.30","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Bajo","Regular","9","1","0","0","0","0","2","1","Jugar videojuegos","Recreación y socialización con amigos.","Mixta.","Regular","No","0","A veces","Poco","Bastante","A veces"
"2026/05/03 6:09:19 p.m. GMT-5","7","Femenino","82","1.63","18","Ingeniería, Tecnología y Construcción.","5","3","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","4","0","Bajo","Buena","4","0","1","1","2","4","4","4","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","Sí","10","Frecuentemente","Poco","Muy poco","A veces"
"2026/05/03 8:16:39 p.m. GMT-5","2","Femenino","60","1.61","21","Ingeniería, Tecnología y Construcción.","5","5","5","15","Vegetariana: Excluye carne y pescado.","3","2","0","5","Regular","Regular","5","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","90","A veces","Poco","Regular","A veces"
"2026/05/04 1:47:38 a.m. GMT-5","1","Femenino","59","1.6","21","Ciencias Sociales y Derecho.","7","6","2","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","4","Regular","Mala","8","0","2","1","0","1","2","2","Ir de compras","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Mala","No","120","Rara vez","Regular","Bastante","Rara vez"
"2026/05/04 6:11:41 a.m. GMT-5","8","Masculino","120","2","20","Administración, Negocios y Contabilidad.","5","6","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","4","7","4","3","Bajo","Mala","6","0","1","0","0","0","2","2","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy mala","No","30","Rara vez","Bastante","Regular","A veces"
"2026/05/04 9:38:04 a.m. GMT-5","2","Masculino","74","1.78","18","Ingeniería, Tecnología y Construcción.","2","7","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","0","Regular","Regular","8","0","3","0","0","0","3","2","Jugar videojuegos","Salud general y recomendación médica.","Mixta.","Regular","No","20","A veces","Regular","Bastante","A veces"
"2026/05/04 9:41:41 a.m. GMT-5","2","Masculino","78","1.85","19","Ingeniería, Tecnología y Construcción.","3","6","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","5","1","6","7","Alto","Buena","10","0","4","5","1","1","1","4","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","50","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/04 9:46:13 a.m. GMT-5","2","Femenino","57","1.72","18","Ingeniería, Tecnología y Construcción.","3","6","3","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","2","Regular","Regular","8","3","3","2","2","0","1","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","30","A veces","Poco","Bastante","A veces"
"2026/05/04 9:50:01 a.m. GMT-5","2","Femenino","76","1.76","20","Ingeniería, Tecnología y Construcción.","4","7","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","0","Regular","Regular","9","4","3","2","4","3","3","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","10","A veces","Regular","Regular",""
"2026/05/04 9:53:21 a.m. GMT-5","2","Masculino","68","1.74","18","Ingeniería, Tecnología y Construcción.","3","6","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","0","Bajo","Regular","6","3","2","3","2","2","2","2","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","Sí","25","A veces","Poco","Poco","A veces"
"2026/05/04 9:53:24 a.m. GMT-5","2","Masculino","67","1.70","18","Ingeniería, Tecnología y Construcción.","3","4","5.5","6","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","1","1","0","7","Regular","Mala","5","0","3","0","0","0","0","2","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","A veces","Bastante","Regular","Siempre"
"2026/05/04 9:57:05 a.m. GMT-5","2","Femenino","65","1.64","18","Ciencias de la Salud.","2","6","3","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","6","2","Regular","Regular","8","5","2","3","2","2","2","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Mixta.","Regular","No","47","A veces","Poco","Poco","A veces"
"2026/05/04 9:59:27 a.m. GMT-5","2","Masculino","60","1.60","18","Ciencias Sociales y Derecho.","4","6","2","3","Vegana: Dieta estricta basada exclusivamente en alimentos de origen vegetal, excluyendo cualquier producto animal.","3","2","6","4","Regular","Regular","7","0","3","1","1","1","1","1.4","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","20","A veces","Poco","Poco","Frecuentemente"
"2026/05/04 10:00:44 a.m. GMT-5","2","Masculino","70","1.67","23","Ingeniería, Tecnología y Construcción.","6","5","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","2","1","Bajo","Regular","6","1","2","1","1","1","2","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","130","A veces","Regular","Poco","Frecuentemente"
"2026/05/04 10:09:26 a.m. GMT-5","2","Masculino","75","1.74","23","Ingeniería, Tecnología y Construcción.","6","4","3","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","3","Regular","Buena","8","1","3","1","1","1","1","3","Jugar videojuegos","Reducción de estrés y ansiedad","Mixta.","Buena","No","350","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/05/04 10:12:43 a.m. GMT-5","2","Femenino","60.10","1.61","19","Administración, Negocios y Contabilidad.","4","6","2","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","2","4","4","Regular","Regular","7","0","4","0","0","1","3","2","Ir de compras","Salud general y recomendación médica.","Mixta.","Regular","No","5","A veces","Poco","Muy poco","Frecuentemente"
"2026/05/04 10:24:43 a.m. GMT-5","2","Masculino","68","1.59","20","Ingeniería, Tecnología y Construcción.","6","6","3","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","1","1","Bajo","Regular","6","0","2","0","0","1","1","2.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Buena","No","170","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 10:36:23 a.m. GMT-5","2","Masculino","81","1.76","23","Ingeniería, Tecnología y Construcción.","7","4","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","1","Muy bajo","Mala","5","0","2","0","0","1","1","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","240","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 10:40:35 a.m. GMT-5","3","Masculino","78","1.80","17","Administración, Negocios y Contabilidad.","1","5","5","6","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","2","3","1","6","Alto","Regular","8","3","2","5","3","2","1","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Buena","Sí","3","Frecuentemente","Regular","Poco","Rara vez"
"2026/05/04 10:43:28 a.m. GMT-5","2","Femenino","59","1.61","17","Ingeniería, Tecnología y Construcción.","2","5","3","2","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","4","1","5","5","Regular","Regular","5","0","3","1","0","2","2","2","Jugar videojuegos","Reducción de estrés y ansiedad","Mixta.","Regular","No","1","A veces","Poco","Regular","Frecuentemente"
"2026/05/04 10:46:49 a.m. GMT-5","2","Masculino","84","1.72","24","Ingeniería, Tecnología y Construcción.","8","3","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","1","1","Muy bajo","Buena","7","0","3","0","0","0","1","2.5","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","60","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 10:51:17 a.m. GMT-5","2","Masculino","1.60","1.60","18","Humanidades, Artes y Educación.","2","5","2","7","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","1","6","6","Regular","Regular","6","0","4","0","1","1","2","2","Jugar videojuegos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","5","Frecuentemente","Poco","Poco","Frecuentemente"
"2026/05/04 11:04:56 a.m. GMT-5","2","Femenino","59.9","1.60","18","Ciencias Exactas y Ambientales.","2","5","2","2","Vegana: Dieta estricta basada exclusivamente en alimentos de origen vegetal, excluyendo cualquier producto animal.","3","1","4","6","Regular","Regular","2","0","2","1","1","0","1","2","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Regular","No","10","Frecuentemente","Muy poco","Regular","Frecuentemente"
"2026/05/04 11:22:57 a.m. GMT-5","2","Femenino","1.60","1.60","18","Administración, Negocios y Contabilidad.","3","6","2","1","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","3","5","2","Regular","Regular","6","0","4","1","1","0","1","1.5","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","2","Frecuentemente","Poco","Regular","Frecuentemente"
"2026/05/04 11:48:19 a.m. GMT-5","2","Femenino","53","1.60","19","Ingeniería, Tecnología y Construcción.","4","5","5","15","Vegetariana: Excluye carne y pescado.","3","3","0","5","Bajo","Regular","6","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","93","A veces","Poco","Regular","A veces"
"2026/05/04 11:53:21 a.m. GMT-5","2","Femenino","54","1.59","19","Ingeniería, Tecnología y Construcción.","4","5","5","4","Vegetariana: Excluye carne y pescado.","3","3","0","5","Bajo","Regular","6","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","100","A veces","Poco","Regular","A veces"
"2026/05/04 7:04:35 p.m. GMT-5","2","Femenino","59","1.57","19","Ingeniería, Tecnología y Construcción.","5","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","1","Bajo","Buena","7","0","1","1","1","1","2","2.5","Ir de compras","Recreación y socialización con amigos.","No realizo actividad física.","Buena","No","180","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/05/04 7:17:14 p.m. GMT-5","2","Masculino","63","1.72","21","Ingeniería, Tecnología y Construcción.","6","6","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","1","2","Regular","Regular","6","0","3","0","0","2","3","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Mixta.","Regular","No","160","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 7:23:12 p.m. GMT-5","2","Femenino","69","1.70","22","Ingeniería, Tecnología y Construcción.","7","4","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","1","1","Bajo","Muy buena","8","0","2","0","0","1","1","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Regular","No","150","A veces","Poco","Regular","Frecuentemente"
"2026/05/04 7:30:18 p.m. GMT-5","2","Masculino","66","1.59","20","Ingeniería, Tecnología y Construcción.","5","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","1","Bajo","Regular","5","0","0","1","1","1","1","1.5","Jugar videojuegos","Reducción de estrés y ansiedad","Mixta.","Regular","No","200","A veces","Poco","Regular","Frecuentemente"
"2026/05/04 7:37:30 p.m. GMT-5","2","Masculino","67","1.70","22","Ingeniería, Tecnología y Construcción.","6","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","1","2","Regular","Regular","6","0","2","0","0","1","2","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","No","250","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 7:40:32 p.m. GMT-5","2","Femenino","68","1.62","21","Ingeniería, Tecnología y Construcción.","6","5","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","3","3","Alto","Muy buena","9","0","3","1","1","2","1","3.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","400","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/04 8:04:37 p.m. GMT-5","2","Masculino","70","1.75","22","Ingeniería, Tecnología y Construcción.","7","5","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","1","Bajo","Regular","6","0","3","0","0","2","2","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","No","100","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 8:25:09 p.m. GMT-5","2","Masculino","76","1.75","22","Ingeniería, Tecnología y Construcción.","6","4","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","2","Regular","Regular","5","0","2","0","0","1","2","2.5","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","125","A veces","Regular","Regular","Frecuentemente"
"2026/05/04 8:30:52 p.m. GMT-5","2","Femenino","54","1.60","21","Ingeniería, Tecnología y Construcción.","5","5","3","4","Vegetariana: Excluye carne y pescado.","3","2","0","3","Muy bajo","Regular","5","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","A veces","Poco","Regular","A veces"
"2026/05/04 8:34:11 p.m. GMT-5","2","Femenino","53","1.59","19","Ingeniería, Tecnología y Construcción.","4","5","5","4","Vegetariana: Excluye carne y pescado.","3","3","0","5","Regular","Regular","6","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","A veces","Poco","Regular","A veces"
"2026/05/04 8:39:24 p.m. GMT-5","2","Femenino","54","1.60","20","Ingeniería, Tecnología y Construcción.","4","5","5","4","Vegetariana: Excluye carne y pescado.","3","3","0","5","Regular","Regular","6","0","3","0","0","2","3","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","A veces","Poco","Regular","A veces"
"2026/05/04 8:42:31 p.m. GMT-5","2","Femenino","54","1.59","19","Ingeniería, Tecnología y Construcción.","4","5","4","4","Vegetariana: Excluye carne y pescado.","3","3","1","4","Regular","Mala","5","0","3","0","0","3","3","3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","120","A veces","Poco","Regular","A veces"
"2026/05/04 8:45:43 p.m. GMT-5","2","Femenino","50","1.58","19","Ingeniería, Tecnología y Construcción.","4","5","4","4","Vegetariana: Excluye carne y pescado.","3","3","1","4","Regular","Mala","5","0","3","1","1","2","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","115","A veces","Poco","Regular","A veces"
"2026/05/05 9:38:14 a.m. GMT-5","3","Masculino","50","1.60","21","Ingeniería, Tecnología y Construcción.","8","7","1","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","1","Bajo","Regular","4","0","3","0","0","0","3","1.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","No realizo actividad física.","Mala","No","100","Rara vez","Regular","Bastante","Frecuentemente"
