Edad,Sexo,CantidadCursos,HorasSuenio,ActividadFisica,FrecBebida,UnidadBebida,HorasEjercicio,CanDesayuno,Carrera,Estres,CicloAcademico,CalidadSuenio,GrupoEncuesta
19,Masculino,5,6,Deportes colectivos,3,2,1,Mucha,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,8
21,Masculino,NA,11,Actividad aeróbica,7,4,4,Mucha,Ciencias Sociales y Derecho,Medio,5,Muy mala,8
25,Masculino,7,7.5,Mixta,3,2,2,Mucha,"Ingeniería, Tecnología y Construcción",Medio,10,Buena,6
23,Masculino,NA,7,Mixta,1,1,1.5,Bastante,"Administración, Negocios y Contabilidad",Alto,10,Regular,6
25,Masculino,3,7,Mixta,0,0,3,Bastante,"Administración, Negocios y Contabilidad",Alto,10,Regular,6
17,Masculino,4,8,Deportes colectivos,0,0,2,Bastante,Ciencias de la Salud,Bajo,1,Muy buena,6
20,Masculino,5,7,Mixta,1,1,8,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,3
22,Femenino,3,5,Mixta,0,0,1,Regular,Ciencias de la Salud,Muy alto,9,Regular,2
19,Masculino,5,8,Actividad aeróbica,4,2,1.5,Regular,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,2
21,Masculino,5,9,Actividad aeróbica,0,0,10,Poca,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
24,Femenino,7,5,Actividad aeróbica,0,0,1,Bastante,"Administración, Negocios y Contabilidad",Medio,7,Regular,1
19,Femenino,6,6,Deportes colectivos,0,0,4,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
18,Masculino,6,5,Actividad aeróbica,3,2,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,7
21,Femenino,4,5,No realiza actividad física,0,1,2,Poca,"Ingeniería, Tecnología y Construcción",Alto,7,Mala,7
19,Masculino,6,6,Mixta,0,0,8,Regular,"Ingeniería, Tecnología y Construcción",Bajo,3,Buena,7
19,Masculino,5,4,Actividad aeróbica,3,2,1.5,Regular,"Ingeniería, Tecnología y Construcción",Bajo,5,Muy mala,2
21,Masculino,6,5,Actividad aeróbica,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,3,Muy mala,2
21,Masculino,NA,7,Actividad aeróbica,1,1,10,Poca,"Administración, Negocios y Contabilidad",Alto,6,Muy buena,2
18,Masculino,4,6,Deportes colectivos,1,1,5,Poca,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,2
22,Masculino,4,8,Actividad aeróbica,0,0,7.5,Bastante,"Ingeniería, Tecnología y Construcción",Nulo,3,Buena,2
21,Masculino,5,6,Actividad aeróbica,2,2,3,Regular,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,2
18,Femenino,7,7,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,2
20,Masculino,5,7,Deportes colectivos,1,1,5,Regular,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,2
19,Femenino,6,7,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,2
17,Masculino,4,7,Deportes colectivos,2,0,1.5,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,2
20,Masculino,3,5,Deportes colectivos,0,1,1.5,Poca,Ciencias Sociales y Derecho,Muy alto,5,Regular,2
19,Masculino,5,6,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,2
19,Masculino,6,7,Actividad aeróbica,0,0,3,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,2
19,Masculino,4,8,Actividad aeróbica,4,3,1,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,7
19,Masculino,3,7,Deportes colectivos,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
18,Masculino,7,7,Actividad aeróbica,1,1,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
19,Femenino,7,5,Mixta,0,0,1.5,Poca,"Humanidades, Artes y Educación",Alto,4,Regular,2
18,Femenino,6,7,Mixta,0,0,1,Bastante,"Humanidades, Artes y Educación",Alto,5,Buena,2
18,Femenino,7,6,Deportes colectivos,0,0,6,Bastante,"Humanidades, Artes y Educación",Medio,2,Regular,2
21,Masculino,6,8,No realiza actividad física,0,0,1,Bastante,"Humanidades, Artes y Educación",Alto,6,Buena,2
20,Femenino,5,6,Actividad aeróbica,2,1,7,Bastante,"Administración, Negocios y Contabilidad",Alto,6,Regular,2
21,Femenino,6,5,Actividad aeróbica,0,0,7,Mucha,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
22,Masculino,5,6,No realiza actividad física,0,0,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,2
21,Masculino,4,4,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Muy mala,2
18,Masculino,7,9,Deportes colectivos,2,2,7,Regular,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,2
18,Femenino,7,8,Actividad aeróbica,5,2,10,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,2
21,Masculino,7,10,Mixta,3,2,3,Regular,"Ingeniería, Tecnología y Construcción",Bajo,4,Regular,2
21,Femenino,7,4,Mixta,0,0,4,Poca,"Humanidades, Artes y Educación",Medio,4,Mala,2
21,Masculino,5,9,Deportes colectivos,1,1,4,Bastante,"Administración, Negocios y Contabilidad",Bajo,5,Mala,2
25,Femenino,NA,8,Actividad aeróbica,0,0,3,Mucha,"Administración, Negocios y Contabilidad",Muy alto,10,Regular,2
20,Femenino,5,9,Mixta,0,0,1.3,Ninguna,"Humanidades, Artes y Educación",Medio,9,Regular,2
18,Femenino,3,4,Actividad aeróbica,1,2,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,5,Buena,7
21,Femenino,5,5,Mixta,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
21,Femenino,6,8,Actividad aeróbica,1,0,2,Regular,Ciencias Sociales y Derecho,Medio,7,Mala,1
20,Masculino,6,6,Actividad aeróbica,0,0,4,Poca,"Administración, Negocios y Contabilidad",Medio,5,Mala,8
18,Masculino,7,8,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,2
19,Masculino,6,10,Mixta,5,1,4,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,3,Buena,2
18,Femenino,6,8,Actividad aeróbica,2,2,3,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,2
20,Femenino,7,9,No realiza actividad física,2,4,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,2
18,Masculino,6,6,No realiza actividad física,3,2,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,2
18,Masculino,4,5,Actividad aeróbica,0,0,5.5,Bastante,"Ingeniería, Tecnología y Construcción",Nulo,3,Mala,2
18,Femenino,6,8,Mixta,3,2,3,Regular,Ciencias de la Salud,Medio,2,Regular,2
18,Masculino,6,7,Mixta,1,1,2,Bastante,Ciencias Sociales y Derecho,Bajo,4,Regular,2
23,Masculino,5,6,Actividad aeróbica,1,1,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,2
23,Masculino,4,8,Mixta,1,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,6,Buena,2
19,Femenino,6,7,Mixta,0,0,2,Mucha,"Administración, Negocios y Contabilidad",Alto,4,Regular,2
20,Masculino,6,6,Mixta,0,0,3,Regular,"Ingeniería, Tecnología y Construcción",Bajo,6,Regular,2
23,Masculino,4,5,Deportes colectivos,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Bajo,7,Mala,2
17,Masculino,5,8,Mixta,5,3,5,Regular,"Administración, Negocios y Contabilidad",Bajo,1,Regular,3
17,Femenino,5,5,Mixta,1,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,2
24,Masculino,3,7,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,8,Buena,2
18,Masculino,5,6,Actividad aeróbica,0,1,2,Mucha,"Humanidades, Artes y Educación",Medio,2,Regular,2
18,Femenino,5,NA,Mixta,1,1,2,Regular,Ciencias Exactas y Ambientales,Bajo,2,Regular,2
18,Femenino,6,6,Actividad aeróbica,1,1,2,Mucha,"Administración, Negocios y Contabilidad",Bajo,3,Regular,2
19,Femenino,5,6,Mixta,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,2
19,Femenino,5,6,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,2
19,Femenino,5,7,No realiza actividad física,1,1,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,5,Buena,2
21,Masculino,6,6,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,2
22,Femenino,4,8,Mixta,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Bajo,7,Muy buena,2
20,Masculino,5,5,Mixta,1,1,1,Ninguna,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,2
22,Masculino,5,6,Mixta,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,2
21,Femenino,5,9,Mixta,1,1,2,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,6,Muy buena,2
22,Masculino,5,6,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,2
22,Masculino,4,5,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,2
21,Femenino,5,5,Actividad aeróbica,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
19,Femenino,5,6,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,2
20,Femenino,5,6,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,2
19,Femenino,5,5,Deportes colectivos,0,0,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Mala,2
19,Femenino,5,5,Deportes colectivos,1,1,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Mala,2
21,Masculino,7,4,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,3
20,Masculino,4,6,Mixta,1,1,2,Mucha,"Ingeniería, Tecnología y Construcción",Medio,7,Mala,3
19,Femenino,5,5,Actividad aeróbica,0,0,5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,2
19,Femenino,5,6,Actividad aeróbica,1,1,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,2
19,Masculino,5,5,Actividad aeróbica,1,1,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Mala,2
19,Femenino,3,5,Actividad aeróbica,0,0,3,Poca,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
19,Femenino,5,6,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,8
23,Masculino,6,7,Deportes colectivos,0,0,2,Poca,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,6
21,Masculino,5,7,Deportes colectivos,2,2,4,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,1,Buena,6
17,Masculino,4,7,Deportes colectivos,1,0,2,Bastante,"Administración, Negocios y Contabilidad",Medio,1,Regular,6
21,Masculino,6,5,Deportes colectivos,2,1,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,8,Mala,6
21,Masculino,4,4,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Mala,4
24,Masculino,4,6,Mixta,1,1,2,Regular,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,2
23,Femenino,5,7,Actividad aeróbica,0,0,3,Bastante,Ciencias Sociales y Derecho,Bajo,8,Regular,2
21,Masculino,6,6,Actividad aeróbica,3,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,2
23,Masculino,4,7,Mixta,0,1,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,2
21,Masculino,4,7,Mixta,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,6,Buena,2
19,Masculino,4,7,No realiza actividad física,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,2
23,Masculino,5,8,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,6,Buena,2
21,Masculino,4,6,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
19,Masculino,5,6,No realiza actividad física,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,2
20,Masculino,4,7,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,2
19,Masculino,4,8,No realiza actividad física,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Buena,2
20,Masculino,4,7,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,2
22,Masculino,4,6,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,9,Regular,2
23,Masculino,4,5,No realiza actividad física,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,2
19,Femenino,6,8,Mixta,3,2,5,Regular,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,2
20,Masculino,7,10,Mixta,4,1,10,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,4,Buena,2
19,Femenino,3,10,No realiza actividad física,0,0,4,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,3,Buena,2
18,Masculino,6,9,Actividad aeróbica,3,2,3,Bastante,Ciencias Sociales y Derecho,Medio,2,Regular,2
19,Masculino,7,8,Deportes colectivos,3,2,1,Regular,"Humanidades, Artes y Educación",Medio,3,Regular,2
19,Femenino,7,8,Actividad aeróbica,3,2,3,Regular,Ciencias de la Salud,Medio,3,Regular,2
18,Masculino,7,9,Mixta,4,2,4,Regular,Ciencias Sociales y Derecho,Medio,2,Regular,2
18,Masculino,6,6,No realiza actividad física,3,2,1,Regular,"Administración, Negocios y Contabilidad",Medio,2,Mala,2
18,Masculino,5,6,Mixta,2,1,7,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,8
19,Femenino,7,7,Actividad aeróbica,0,0,1,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,3,Buena,2
18,Masculino,6,8,Actividad aeróbica,1,1,1,Mucha,"Ingeniería, Tecnología y Construcción",Medio,5,Buena,2
18,Femenino,7,7,Actividad aeróbica,2,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,2
19,Masculino,7,5,No realiza actividad física,2,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,2
18,Femenino,5,7,No realiza actividad física,1,1,1,Regular,Ciencias de la Salud,Alto,4,Buena,2
18,Femenino,7,6,No realiza actividad física,5,1,2,Bastante,"Administración, Negocios y Contabilidad",Medio,4,Buena,2
20,Femenino,5,5,Mixta,1,0,3,Bastante,"Administración, Negocios y Contabilidad",Medio,4,Regular,2
18,Masculino,7,7,No realiza actividad física,2,1,7,Poca,Ciencias Sociales y Derecho,Alto,4,Regular,2
19,Masculino,6,7,No realiza actividad física,0,0,1,Bastante,"Humanidades, Artes y Educación",Alto,3,Buena,2
19,Masculino,6,6,No realiza actividad física,2,1,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,2
20,Masculino,5,5,Mixta,0,1,6,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Mala,4
22,Femenino,NA,7,Actividad aeróbica,0,1,5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Buena,4
20,Masculino,4,4,No realiza actividad física,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,6,Muy mala,4
21,Masculino,5,7,Actividad aeróbica,1,1,3,Regular,"Ingeniería, Tecnología y Construcción",Bajo,6,Muy buena,4
20,Masculino,7,7,Actividad aeróbica,3,2,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,4
22,Masculino,5,8,Actividad aeróbica,4,1,6,Bastante,"Ingeniería, Tecnología y Construcción",Nulo,6,Buena,4
21,Femenino,5,5,Deportes colectivos,0,0,2.5,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,4,Mala,4
19,Femenino,5,6,Actividad aeróbica,0,0,2,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,4
23,Masculino,5,5,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,4
24,Femenino,8,7,Actividad aeróbica,0,0,4,Mucha,Ciencias Sociales y Derecho,Muy alto,7,Regular,4
18,Femenino,4,6,Mixta,0,0,1,Bastante,Ciencias Sociales y Derecho,Alto,10,Regular,4
19,Femenino,6,5,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Mala,8
17,Femenino,6,7,Mixta,3,2,1.5,Poca,Ciencias de la Salud,Alto,1,Regular,1
20,Masculino,5,3,Deportes colectivos,5,2,3,Poca,"Ingeniería, Tecnología y Construcción",Alto,6,Muy mala,1
23,Femenino,5,9,Actividad aeróbica,0,0,10,Mucha,"Administración, Negocios y Contabilidad",Bajo,9,Muy buena,1
23,Masculino,4,6,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,10,Regular,1
21,Masculino,5,6,Actividad aeróbica,6,0,1.4,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,1
19,Femenino,6,5,Mixta,1,0,1.5,Poca,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,1
20,Masculino,6,7,Actividad aeróbica,0,1,4,Regular,"Humanidades, Artes y Educación",Alto,5,Regular,1
20,Femenino,5,7,Actividad aeróbica,1,1,3,Poca,Ciencias de la Salud,Muy alto,5,Mala,1
22,Femenino,4,8,Actividad aeróbica,4,3,3,Regular,Ciencias de la Salud,Medio,9,Mala,1
24,Masculino,5,7,Deportes colectivos,5,4,5,Bastante,Ciencias de la Salud,Bajo,10,Regular,1
18,Femenino,6,7,Mixta,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,1
19,Masculino,5,6,Deportes colectivos,2,1,2,Mucha,"Administración, Negocios y Contabilidad",Alto,3,Regular,1
20,Masculino,7,6,Actividad aeróbica,3,2,5,Mucha,Ciencias Sociales y Derecho,Medio,7,Regular,1
21,Femenino,6,5,Deportes colectivos,1,1,4,Mucha,Ciencias Sociales y Derecho,Medio,8,Buena,1
21,Femenino,6,6,Mixta,1,1,4,Poca,"Administración, Negocios y Contabilidad",Muy alto,7,Regular,1
18,Masculino,5,7,Actividad aeróbica,1,2,10,Regular,"Ingeniería, Tecnología y Construcción",Medio,2,Buena,1
20,Femenino,6,6,Mixta,1,1,2.5,Poca,Ciencias Exactas y Ambientales,Muy alto,5,Regular,1
20,Masculino,6,7,Mixta,0,0,2,Poca,Ciencias de la Salud,Alto,4,Buena,1
17,Masculino,7,4,Actividad aeróbica,0,0,6,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,1,Muy mala,1
17,Femenino,6,5,Actividad aeróbica,0,0,8,Poca,"Humanidades, Artes y Educación",Medio,1,Mala,1
23,Femenino,5,8,Actividad aeróbica,0,0,2,Regular,Ciencias Exactas y Ambientales,Alto,10,Regular,1
18,Femenino,5,8,Mixta,2,0,3,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Muy mala,1
21,Femenino,5,6,Mixta,3,1,1,Regular,"Ingeniería, Tecnología y Construcción",Bajo,8,Regular,1
17,Femenino,6,6,Actividad aeróbica,1,1,2,Bastante,"Administración, Negocios y Contabilidad",Medio,1,Buena,1
18,Masculino,5,7,Actividad aeróbica,0,0,5,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Buena,1
24,Masculino,6,5,Deportes colectivos,0,0,15,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,8,Regular,1
18,Femenino,5,6,Actividad aeróbica,2,2,3,Poca,"Ingeniería, Tecnología y Construcción",Alto,4,Buena,1
20,Masculino,6,7.4,Actividad aeróbica,5,3,5,Poca,Ciencias de la Salud,Alto,5,Regular,1
21,Masculino,5,7,Actividad aeróbica,4,1,2,Mucha,Ciencias de la Salud,Alto,8,Regular,1
24,Masculino,5,7,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,10,Buena,1
18,Femenino,5,4,No realiza actividad física,0,0,7,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,2,Muy mala,1
21,Femenino,5,7,No realiza actividad física,0,0,5,Poca,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,1
18,Masculino,5,6,Actividad aeróbica,2,0,5,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Regular,1
19,Femenino,6,6,Actividad aeróbica,1,2,5,Mucha,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,1
17,Masculino,7,3,Deportes colectivos,7,4,1,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,3,Muy mala,8
22,Masculino,4,3,Actividad aeróbica,5,3,1.3,Regular,Ciencias de la Salud,Medio,5,Muy mala,7
22,Masculino,4,6,Actividad aeróbica,5,3,1.5,Regular,"Administración, Negocios y Contabilidad",Alto,8,Regular,7
25,Masculino,6,7,Actividad aeróbica,5,3,1.5,Bastante,Ciencias Sociales y Derecho,Alto,6,Regular,7
23,Femenino,4,7,Deportes colectivos,0,0,6,Regular,"Ingeniería, Tecnología y Construcción",Alto,4,Buena,7
18,Masculino,5,6,Actividad aeróbica,1,2,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
19,Masculino,4,7,Mixta,5,3,2.5,Bastante,"Administración, Negocios y Contabilidad",Alto,6,Buena,7
18,Masculino,6,5,Actividad aeróbica,4,1,6.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,7
23,Masculino,5,8,Deportes colectivos,2,2,14,Regular,"Ingeniería, Tecnología y Construcción",Alto,2,Buena,7
22,Femenino,4,8,Actividad aeróbica,2,2,7,Regular,"Administración, Negocios y Contabilidad",Alto,3,Buena,7
23,Masculino,4,6,Mixta,1,1,15,Regular,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,7
22,Masculino,3,7,Deportes colectivos,2,2,10,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Buena,7
18,Masculino,6,4,Actividad aeróbica,2,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
22,Femenino,4,6,Actividad aeróbica,5,3,1.5,Regular,"Administración, Negocios y Contabilidad",Alto,7,Regular,7
18,Femenino,5,7,No realiza actividad física,0,1,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
20,Masculino,6,7,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,7
19,Masculino,6,6,Actividad aeróbica,2,1,2.5,Regular,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,7
19,Femenino,6,6,Actividad aeróbica,0,0,4,Regular,"Ingeniería, Tecnología y Construcción",Medio,3,Buena,7
19,Masculino,4,6,Mixta,5,4,2,Mucha,Ciencias de la Salud,Alto,5,Regular,7
19,Masculino,5,6,Actividad aeróbica,4,3,2,Bastante,"Administración, Negocios y Contabilidad",Alto,5,Regular,7
18,Masculino,6,5,Mixta,1,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
20,Masculino,5,6,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,7
18,Femenino,6,6,Actividad aeróbica,0,1,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
22,Femenino,6,6,Actividad aeróbica,0,0,7,Poca,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,7
18,Masculino,4,6,No realiza actividad física,0,0,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
19,Femenino,6,6,Mixta,1,0,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Regular,7
19,Femenino,6,8,Actividad aeróbica,5,3,2.5,Bastante,"Administración, Negocios y Contabilidad",Alto,5,Regular,7
19,Masculino,6,6,Actividad aeróbica,4,3,4,Poca,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
20,Masculino,6,6,Mixta,4,3,4,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
19,Masculino,4,5,Mixta,5,4,3.5,Mucha,Ciencias de la Salud,Alto,5,Buena,7
20,Masculino,6,6,Mixta,5,3,2.2,Bastante,Ciencias de la Salud,Alto,5,Regular,7
19,Masculino,5,5,Deportes colectivos,2,1,7,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
18,Femenino,5,5,Deportes colectivos,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,7
24,Femenino,6,6,Deportes colectivos,0,0,2,Poca,"Administración, Negocios y Contabilidad",Medio,10,Mala,1
18,Femenino,6,6,Actividad aeróbica,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
19,Masculino,5,6,Mixta,4,3,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
20,Masculino,4,6,Mixta,4,3,2.5,Bastante,"Administración, Negocios y Contabilidad",Alto,7,Regular,7
18,Masculino,4,5.3,Deportes colectivos,3,1,3.5,Regular,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,7
18,Femenino,5,6,No realiza actividad física,2,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,7
20,Femenino,5,6,Actividad aeróbica,4,3,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
18,Femenino,6,6,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,3,Regular,7
21,Femenino,6,8,Mixta,5,3,3,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Buena,7
22,Masculino,5,8,Mixta,4,3,4,Bastante,"Administración, Negocios y Contabilidad",Alto,6,Regular,7
18,Femenino,5,5,No realiza actividad física,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,2,Regular,7
20,Masculino,4,8,Mixta,5,3,3,Bastante,Ciencias de la Salud,Medio,7,Regular,7
18,Femenino,6,5,No realiza actividad física,0,0,1,Mucha,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
23,Masculino,6,8,Mixta,6,3,5,Bastante,Ciencias de la Salud,Medio,8,Buena,7
18,Femenino,6,7,Mixta,2,1,10,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
20,Masculino,4,8,Mixta,3,3,4,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,5,Buena,7
17,Femenino,6,6,Mixta,0,0,5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,1,Muy mala,7
19,Masculino,7,9,Deportes colectivos,1,1,8,Regular,"Administración, Negocios y Contabilidad",Bajo,4,Muy buena,7
18,Masculino,5,8,Actividad aeróbica,0,0,6,Ninguna,"Ingeniería, Tecnología y Construcción",Bajo,3,Muy buena,7
18,Masculino,4,7,Actividad aeróbica,1,1,7,Regular,"Ingeniería, Tecnología y Construcción",Nulo,1,Regular,7
17,Masculino,6,8,Mixta,1,1,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,7
