age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
30,unemployed,married,secondary,no,6210,no,no,cellular,9,jul,100,4,0,no
26,management,single,tertiary,no,5122,no,yes,cellular,8,jul,160,1,0,no
30,student,single,secondary,no,5000,yes,no,cellular,19,nov,661,1,0,no
32,management,married,tertiary,no,5062,yes,no,cellular,14,may,166,1,0,no
47,services,married,secondary,no,8333,yes,yes,cellular,29,jul,114,2,0,no
33,technician,married,tertiary,no,,yes,no,,29,may,58,1,0,no
57,blue-collar,married,primary,no,5023,yes,no,telephone,31,jul,25,8,0,no
35,admin.,married,secondary,no,5000,yes,no,cellular,7,may,121,2,0,no
53,technician,married,tertiary,no,11072,no,yes,,16,jun,226,4,0,no
24,retired,single,secondary,no,5366,no,yes,,16,may,234,2,0,no
54,management,divorced,tertiary,no,5000,no,yes,cellular,10,jul,88,1,0,no
31,management,married,tertiary,no,6343,yes,yes,,21,may,85,1,0,no
41,entrepreneur,married,secondary,no,7105,yes,no,cellular,18,nov,134,1,0,no
44,entrepreneur,married,secondary,no,7319,no,no,cellular,4,aug,251,3,0,no
35,services,single,secondary,no,5035,yes,no,cellular,14,may,152,1,0,no
30,management,married,tertiary,no,5877,no,no,cellular,13,aug,202,1,5,no
43,blue-collar,single,primary,no,5030,yes,no,,30,may,379,17,0,no
51,entrepreneur,married,secondary,yes,,no,yes,cellular,28,jul,123,6,0,no
60,retired,married,secondary,no,5089,no,no,cellular,30,apr,,2,0,no
43,self-employed,married,secondary,no,5104,no,no,,17,jun,332,1,0,no
31,management,married,tertiary,no,6750,yes,no,telephone,14,may,90,3,0,no
56,management,married,primary,no,5772,yes,no,telephone,20,nov,291,1,0,no
42,technician,married,secondary,no,6048,yes,no,telephone,6,feb,23,2,0,no
52,entrepreneur,married,primary,no,5592,no,no,cellular,21,jul,122,2,0,no
40,technician,married,secondary,no,5000,yes,yes,cellular,26,jul,105,2,1,no
36,services,married,secondary,no,8064,yes,no,telephone,11,may,1143,4,0,no
40,services,married,primary,no,5033,no,no,,26,may,70,3,0,no
46,blue-collar,married,secondary,no,5000,yes,no,cellular,8,may,264,2,0,no
32,admin.,single,secondary,no,6649,no,no,cellular,27,may,204,2,0,no
31,housemaid,single,tertiary,no,5287,yes,no,cellular,19,nov,182,1,0,no
41,technician,divorced,secondary,no,5000,yes,no,cellular,17,nov,386,2,0,no
58,housemaid,married,primary,no,5419,no,yes,,5,jun,295,3,0,no
36,services,married,secondary,no,5257,yes,no,cellular,12,may,86,2,0,no
52,technician,married,secondary,no,5118,no,no,cellular,28,aug,,20,0,no
42,management,married,tertiary,no,5251,no,no,cellular,20,aug,413,2,0,no
32,management,single,tertiary,no,6731,yes,yes,,29,may,323,3,0,no
62,management,married,tertiary,no,5000,no,no,cellular,13,oct,78,3,0,no
31,technician,single,tertiary,no,5023,no,no,cellular,25,aug,121,3,0,no
41,blue-collar,single,secondary,yes,4614,no,yes,cellular,20,nov,477,1,0,yes
34,self-employed,married,tertiary,no,10498,no,no,cellular,19,nov,265,1,0,no
44,management,single,tertiary,no,10063,no,no,cellular,27,oct,418,2,0,yes
42,blue-collar,married,primary,no,12041,yes,no,cellular,28,jul,386,4,0,no
37,entrepreneur,single,secondary,no,5654,no,no,,19,may,594,2,0,no
47,management,married,tertiary,no,6890,no,no,cellular,8,jul,161,1,0,no
32,unemployed,married,secondary,no,7400,yes,yes,cellular,5,feb,450,3,0,no
46,blue-collar,married,secondary,no,5519,yes,no,cellular,25,aug,217,6,0,no
39,technician,single,tertiary,no,6190,no,no,cellular,8,aug,136,1,0,no
28,services,single,secondary,no,5229,yes,no,,9,may,322,1,0,no
26,student,single,secondary,no,5203,no,no,cellular,16,nov,104,1,1,no
52,technician,married,secondary,no,6818,no,yes,cellular,17,nov,189,2,4,no
42,unemployed,married,secondary,no,6289,no,no,cellular,15,jul,250,4,2,yes
33,technician,divorced,tertiary,no,5039,no,no,cellular,19,aug,123,5,0,no
73,retired,married,primary,no,5796,no,no,cellular,23,oct,427,1,2,yes
35,admin.,single,secondary,no,5057,no,yes,cellular,8,jul,632,2,0,no
40,management,married,tertiary,no,6548,yes,no,cellular,13,apr,101,3,0,no
51,technician,married,secondary,no,5117,no,no,cellular,24,aug,467,2,4,yes
37,admin.,single,secondary,no,5000,yes,no,cellular,16,apr,640,2,0,no
39,management,married,tertiary,no,5691,yes,yes,cellular,16,apr,517,1,1,no
28,blue-collar,married,secondary,no,5064,yes,no,,13,may,160,3,0,no
49,technician,divorced,tertiary,no,5000,yes,no,cellular,12,jun,177,3,0,no
36,admin.,married,secondary,no,5957,yes,no,,21,may,206,1,0,no
45,technician,married,secondary,no,5118,yes,no,,7,may,208,2,0,no
29,technician,single,tertiary,no,5218,yes,no,cellular,12,apr,169,1,0,no
35,management,married,secondary,no,5724,yes,no,cellular,14,jul,287,2,1,yes
35,housemaid,married,tertiary,no,5020,yes,yes,cellular,17,jul,505,3,0,no
30,blue-collar,married,secondary,no,4972,yes,no,cellular,18,may,284,2,1,no
46,blue-collar,married,primary,no,5665,no,no,cellular,30,jan,89,4,2,no
25,student,single,tertiary,no,5005,no,no,cellular,29,sep,138,1,0,no
36,management,married,tertiary,no,5925,no,no,cellular,14,dec,321,3,4,yes
42,blue-collar,married,primary,no,7519,yes,no,,15,may,262,4,0,no
57,admin.,married,secondary,no,8927,no,no,cellular,13,oct,61,1,0,no
42,management,divorced,tertiary,no,5401,yes,no,cellular,24,jul,217,9,0,no
29,management,married,tertiary,no,5581,yes,yes,cellular,14,jul,192,2,0,no
36,technician,married,tertiary,no,6327,no,no,cellular,29,oct,174,2,0,no
31,unemployed,married,secondary,no,8242,no,no,,25,jun,292,2,0,no
59,technician,married,primary,no,8163,yes,no,,29,may,240,2,0,no
50,unemployed,divorced,secondary,no,5032,no,no,cellular,4,aug,282,2,0,no
47,admin.,married,secondary,no,5310,yes,yes,telephone,14,aug,128,6,0,no
46,housemaid,married,primary,no,5000,no,no,telephone,2,feb,161,1,0,no
26,blue-collar,single,primary,no,5155,yes,no,cellular,29,jan,291,1,4,no
31,services,single,secondary,no,,yes,no,cellular,20,nov,356,1,0,no
30,services,married,tertiary,no,6380,yes,no,,21,may,294,2,0,no
47,blue-collar,single,,no,7443,no,no,,18,jun,422,1,0,no
23,technician,single,tertiary,no,6129,yes,no,,28,may,806,1,0,yes
44,unemployed,single,primary,no,9232,no,no,,16,jun,227,1,0,no
42,self-employed,married,secondary,no,10564,no,no,cellular,17,nov,560,2,0,no
32,services,single,secondary,no,4598,yes,no,cellular,17,apr,135,1,0,no
28,admin.,single,secondary,no,6323,yes,no,,3,jun,361,1,0,no
57,retired,married,primary,no,6623,yes,yes,cellular,18,jul,246,1,0,no
38,technician,married,tertiary,no,6042,yes,no,cellular,4,feb,419,2,0,no
22,student,single,secondary,no,7488,no,no,cellular,8,nov,449,2,10,yes
54,admin.,married,secondary,no,5865,yes,no,cellular,17,nov,71,1,0,no
32,technician,married,tertiary,no,3947,yes,no,cellular,21,jul,357,3,0,no
32,management,married,tertiary,no,6667,yes,no,cellular,18,nov,164,2,3,no
59,admin.,divorced,secondary,no,5975,yes,no,,15,may,263,4,0,no
45,technician,married,secondary,no,7571,no,no,,18,jun,146,2,0,no
53,entrepreneur,married,primary,no,5732,no,no,cellular,27,oct,759,2,0,yes
50,admin.,divorced,secondary,no,5769,no,no,cellular,28,jul,72,2,4,no
34,technician,married,secondary,no,4864,yes,yes,cellular,12,aug,131,2,0,no
35,admin.,divorced,secondary,no,8636,no,yes,cellular,21,nov,808,2,0,yes
30,management,married,tertiary,no,5931,no,no,cellular,17,jul,1183,1,0,no
62,housemaid,married,secondary,no,5565,no,no,cellular,4,sep,123,3,0,no
40,blue-collar,married,secondary,no,5271,yes,no,,29,may,483,2,0,no
26,self-employed,single,tertiary,no,6153,no,no,cellular,4,may,238,3,0,no
34,management,married,tertiary,no,4927,yes,no,cellular,11,jul,90,1,0,no
50,entrepreneur,married,,no,5558,no,no,cellular,9,jul,464,1,6,yes
31,housemaid,divorced,tertiary,no,5137,no,no,cellular,22,aug,385,9,0,no
35,technician,married,secondary,no,5700,yes,no,,23,may,240,2,0,no
55,retired,married,primary,no,4034,no,yes,cellular,14,may,104,1,0,no
34,admin.,married,secondary,no,5096,no,no,cellular,29,aug,109,2,0,no
58,retired,married,primary,no,9007,no,no,cellular,30,nov,598,4,0,no
50,management,single,tertiary,no,5567,yes,no,,16,may,274,8,0,no
31,technician,single,secondary,no,5040,no,no,cellular,7,aug,123,2,0,no
47,admin.,divorced,secondary,no,5136,no,yes,cellular,23,jul,70,1,0,no
38,self-employed,single,tertiary,no,5917,yes,no,,23,may,260,1,0,no
46,management,single,tertiary,no,5593,yes,no,cellular,29,jan,190,3,0,no
42,blue-collar,married,primary,no,5505,yes,no,,14,may,521,2,0,no
34,blue-collar,married,secondary,no,7542,yes,no,cellular,14,may,228,1,0,no
37,management,married,tertiary,no,10355,no,no,telephone,17,feb,,4,0,yes
38,student,single,tertiary,no,5807,no,no,cellular,27,feb,74,2,0,no
59,retired,married,secondary,no,14976,yes,no,,29,may,57,2,0,no
32,admin.,married,secondary,no,5000,no,no,cellular,30,jan,119,3,0,no
55,management,married,tertiary,no,5540,no,no,cellular,19,nov,124,2,0,no
35,blue-collar,married,secondary,no,5280,yes,yes,cellular,31,jul,65,50,0,no
56,management,divorced,tertiary,no,4941,no,yes,cellular,28,jul,127,6,0,no
27,admin.,married,secondary,yes,4483,yes,no,cellular,14,jul,172,3,0,no
42,unemployed,single,secondary,no,7613,yes,no,cellular,30,jul,174,6,0,no
42,student,married,,no,4993,no,no,telephone,31,jul,41,6,0,no
41,blue-collar,married,primary,no,5000,yes,no,,30,may,232,3,0,no
53,retired,divorced,secondary,yes,4800,no,yes,,6,jun,161,1,0,no
67,retired,married,primary,no,7301,no,no,cellular,16,apr,124,1,0,no
53,housemaid,married,primary,no,5104,no,yes,,5,jun,701,1,0,yes
33,blue-collar,married,primary,no,5191,yes,no,,9,may,162,2,0,no
31,technician,single,,no,5694,yes,no,,6,jun,431,2,0,no
31,admin.,married,secondary,no,5212,yes,no,cellular,18,jul,191,3,0,no
30,management,married,tertiary,no,6882,yes,no,cellular,11,aug,249,5,0,no
48,blue-collar,married,,no,5131,yes,no,,6,may,189,1,0,no
30,technician,single,secondary,no,5175,no,no,cellular,25,aug,167,4,0,no
43,technician,single,tertiary,yes,5000,no,no,cellular,29,aug,73,4,0,no
38,management,divorced,tertiary,no,9425,yes,no,,30,may,162,1,0,no
46,unemployed,married,secondary,no,8533,yes,no,cellular,12,aug,235,2,0,no
59,blue-collar,divorced,secondary,no,8573,no,no,cellular,15,may,44,1,0,no
44,management,divorced,tertiary,no,5476,yes,yes,,26,may,127,2,0,no
35,blue-collar,married,secondary,no,6257,yes,no,cellular,20,apr,93,3,7,no
55,blue-collar,married,,no,5023,no,no,cellular,30,jan,143,1,3,no
39,management,single,tertiary,no,5000,yes,no,cellular,16,apr,81,2,0,no
36,services,single,secondary,no,5398,yes,yes,,17,jun,77,2,0,no
33,blue-collar,married,secondary,no,5745,yes,no,,23,may,115,4,0,no
48,management,single,tertiary,no,13106,no,no,,17,nov,125,1,3,no
33,management,single,tertiary,no,5000,no,no,cellular,19,aug,53,4,0,no
67,retired,married,,no,5696,no,no,telephone,4,may,77,2,0,no
48,unemployed,divorced,secondary,no,6266,yes,no,telephone,3,feb,45,1,0,no
57,management,married,tertiary,no,7416,no,no,cellular,11,aug,74,2,0,no
31,housemaid,married,primary,no,5025,no,no,cellular,21,aug,169,5,0,no
30,student,single,tertiary,no,12513,no,no,cellular,11,aug,269,2,0,no
56,entrepreneur,divorced,primary,no,5029,no,no,cellular,29,jan,52,2,1,no
26,blue-collar,married,primary,no,10116,yes,no,cellular,22,jul,246,3,0,no
44,management,married,secondary,no,,yes,no,,20,jun,218,1,0,no
44,technician,divorced,secondary,no,5014,no,no,cellular,13,nov,167,1,1,yes
31,management,married,tertiary,no,9148,yes,no,cellular,21,nov,316,3,9,yes
47,self-employed,married,,no,5014,yes,no,cellular,15,may,142,1,0,no
30,admin.,single,secondary,no,5105,yes,no,cellular,21,nov,75,1,0,no
37,management,married,tertiary,no,5767,no,yes,cellular,2,feb,204,1,0,no
56,admin.,divorced,primary,no,5000,no,yes,cellular,10,jul,542,1,0,no
43,management,single,secondary,no,4772,yes,yes,,16,may,122,2,0,no
42,services,married,secondary,no,5508,yes,no,,30,may,70,1,0,no
60,management,married,secondary,no,5725,yes,no,cellular,8,jul,266,1,0,no
34,blue-collar,married,,no,5041,yes,no,cellular,6,may,34,9,0,no
34,management,single,tertiary,no,5184,no,no,cellular,22,jul,203,4,0,no
41,management,married,tertiary,no,5251,no,yes,,6,jun,85,3,0,no
38,management,divorced,secondary,no,4983,no,no,cellular,21,nov,,4,0,no
23,services,married,secondary,no,4981,yes,no,,20,jun,,10,0,no
33,management,married,tertiary,no,6064,yes,no,cellular,13,may,562,1,0,yes
36,blue-collar,married,secondary,no,5777,yes,no,cellular,6,may,185,3,0,no
49,unemployed,married,tertiary,no,5377,no,no,cellular,22,may,158,1,2,no
34,admin.,divorced,secondary,no,5479,yes,no,cellular,12,may,515,1,5,yes
40,technician,divorced,secondary,no,4625,yes,no,cellular,13,may,60,5,0,no
72,retired,married,primary,no,5796,no,no,cellular,24,apr,173,2,0,no
43,technician,married,secondary,no,5017,yes,no,,16,may,353,4,0,no
44,blue-collar,married,secondary,no,6071,yes,no,cellular,11,may,143,3,1,no
35,admin.,married,secondary,no,5000,yes,no,cellular,20,apr,,5,0,no
46,admin.,divorced,secondary,no,12378,no,no,cellular,18,nov,466,1,0,no
55,admin.,married,secondary,no,5865,yes,no,cellular,17,apr,85,1,1,no
50,technician,divorced,secondary,no,4299,yes,yes,cellular,24,jul,148,1,0,no
23,blue-collar,single,,no,5817,yes,no,cellular,18,may,123,1,0,no
34,student,married,,no,6387,no,no,cellular,30,apr,121,1,0,no
40,blue-collar,married,secondary,no,5000,yes,yes,,29,may,245,3,0,no
61,retired,married,secondary,no,7917,no,no,cellular,6,oct,215,1,0,yes
53,technician,married,secondary,no,9541,yes,no,,15,may,190,6,0,no
57,technician,married,secondary,no,5000,no,no,,13,may,44,1,0,no
28,blue-collar,married,secondary,no,9287,no,no,cellular,30,apr,171,1,0,no
25,admin.,married,secondary,no,5242,yes,no,cellular,30,jul,62,12,0,no
38,blue-collar,married,secondary,no,5171,yes,yes,,20,may,172,1,0,no
27,services,single,secondary,no,5259,yes,no,,23,may,78,10,0,no
45,blue-collar,married,secondary,no,5827,yes,no,,15,may,319,5,0,no
31,services,single,secondary,no,5469,no,yes,cellular,2,feb,111,1,0,no
39,blue-collar,married,primary,no,7226,yes,no,,6,may,158,1,0,no
42,technician,married,secondary,no,5000,no,no,cellular,29,aug,82,12,0,no
46,management,married,tertiary,no,5477,yes,no,,20,may,128,6,0,no
36,services,married,secondary,no,5042,yes,no,,8,may,102,4,0,no
30,management,single,tertiary,no,5775,yes,no,,16,jun,124,2,0,no
32,blue-collar,married,secondary,no,5009,yes,no,cellular,17,apr,334,2,0,no
52,technician,married,tertiary,no,7557,no,no,cellular,28,jan,134,5,2,yes
31,management,married,tertiary,no,7395,no,no,cellular,27,apr,218,1,0,no
60,management,married,primary,no,9895,no,no,,9,jun,313,1,0,no
35,blue-collar,single,secondary,no,5376,yes,yes,,6,may,207,3,0,no
38,management,married,tertiary,no,5389,yes,no,,6,may,262,1,0,no
46,management,divorced,tertiary,no,5134,no,no,cellular,19,aug,134,2,0,no
45,entrepreneur,divorced,tertiary,no,6273,yes,yes,,11,jun,197,3,0,no
59,services,married,secondary,no,5000,yes,no,cellular,12,may,214,3,0,no
34,management,married,tertiary,no,7892,yes,yes,cellular,30,jul,1165,7,0,no
33,technician,divorced,secondary,no,5000,yes,no,cellular,7,may,177,2,0,no
46,management,single,secondary,no,5295,yes,no,,23,may,141,6,0,no
48,admin.,married,secondary,no,5292,yes,yes,cellular,29,jul,164,6,0,no
31,services,single,secondary,no,5085,no,no,cellular,16,jul,151,1,0,no
32,technician,married,secondary,no,5004,no,no,cellular,4,feb,145,2,4,no
35,blue-collar,divorced,primary,no,4413,yes,no,,26,may,111,1,0,no
36,blue-collar,single,primary,no,5367,no,no,cellular,2,feb,217,1,1,no
52,management,married,tertiary,no,3776,yes,no,cellular,7,may,,4,0,no
45,management,divorced,tertiary,no,5959,no,no,,18,jun,74,1,0,no
34,management,married,tertiary,no,5000,no,no,cellular,20,aug,263,2,0,no
25,blue-collar,married,primary,yes,4411,yes,no,,3,jun,233,1,0,no
26,management,single,tertiary,no,4992,no,no,cellular,13,aug,402,2,0,no
57,management,married,,no,5000,no,no,cellular,30,sep,585,1,0,no
48,management,married,primary,no,5247,yes,yes,,14,may,145,1,0,no
48,technician,married,,no,10543,no,no,,16,jun,143,5,0,no
32,blue-collar,married,primary,no,5642,no,yes,cellular,8,jul,524,1,0,no
58,retired,married,secondary,no,5011,no,no,cellular,11,aug,270,1,0,no
57,management,married,primary,no,4774,yes,no,,4,jun,272,1,0,no
31,entrepreneur,married,tertiary,no,10191,no,no,cellular,20,nov,187,2,0,no
33,blue-collar,single,secondary,no,4680,no,no,cellular,18,may,268,2,0,no
53,entrepreneur,married,tertiary,no,7289,yes,yes,cellular,17,nov,183,1,0,no
36,admin.,married,secondary,no,5725,yes,no,cellular,27,feb,123,3,8,no
32,technician,single,tertiary,no,5705,yes,no,cellular,20,apr,20,4,0,no
45,blue-collar,married,secondary,no,5776,yes,no,cellular,6,feb,232,4,1,no
35,unemployed,married,tertiary,no,5816,yes,no,cellular,19,nov,547,7,0,no
41,services,married,secondary,no,5171,no,no,cellular,21,jul,71,9,0,no
54,services,married,secondary,no,5812,no,no,cellular,31,jul,113,6,0,no
49,services,married,secondary,no,5823,no,no,cellular,8,aug,780,4,0,yes
28,technician,single,secondary,no,6453,yes,no,cellular,12,may,246,1,1,no
24,blue-collar,single,,no,5431,yes,no,,3,jun,108,12,0,no
30,admin.,single,secondary,no,6009,yes,no,cellular,29,jan,253,1,0,no
32,self-employed,married,primary,no,5286,yes,no,cellular,6,aug,175,1,0,no
53,entrepreneur,married,tertiary,no,,yes,no,,15,may,106,1,0,no
42,blue-collar,married,primary,no,7111,yes,no,cellular,7,may,86,2,0,no
48,blue-collar,married,primary,no,10366,yes,no,,21,may,248,3,0,no
33,technician,married,secondary,no,5181,yes,yes,telephone,28,jul,265,2,0,no
31,blue-collar,divorced,secondary,no,4548,yes,no,,26,may,182,5,0,no
56,unemployed,divorced,primary,no,6770,no,no,cellular,5,feb,916,3,0,no
58,retired,married,primary,no,5000,no,no,cellular,4,aug,506,1,0,no
37,admin.,single,secondary,no,4704,yes,no,cellular,20,apr,81,1,0,no
59,management,married,primary,no,7358,yes,no,cellular,17,apr,30,1,0,no
50,management,single,tertiary,no,6200,no,no,cellular,14,aug,904,3,0,yes
39,housemaid,single,primary,no,5109,yes,no,,6,may,699,3,0,no
30,technician,married,secondary,no,5616,yes,no,cellular,6,may,,1,0,no
47,services,divorced,secondary,no,9906,yes,no,,14,may,389,1,0,no
44,self-employed,married,secondary,no,5313,no,no,cellular,6,aug,211,4,0,no
38,blue-collar,married,primary,no,5290,yes,no,cellular,16,apr,283,1,0,no
50,management,married,tertiary,no,6240,no,no,cellular,12,aug,474,2,0,no
27,admin.,single,tertiary,no,8672,yes,no,cellular,15,may,157,2,5,no
73,retired,married,secondary,no,5019,no,no,cellular,5,nov,509,2,0,no
46,blue-collar,married,primary,no,5143,yes,no,,7,may,279,1,0,no
56,retired,divorced,secondary,no,5212,no,yes,telephone,17,jul,27,1,0,no
36,management,married,tertiary,no,5009,no,no,cellular,11,aug,386,4,0,yes
33,blue-collar,married,primary,no,8074,no,no,cellular,18,nov,679,1,0,no
40,management,married,tertiary,no,6734,yes,no,,2,jun,169,1,0,no
52,management,married,tertiary,no,5575,no,no,,3,jun,315,1,0,no
51,blue-collar,married,secondary,no,5397,yes,no,cellular,20,aug,293,2,0,no
33,blue-collar,married,secondary,no,5640,yes,no,cellular,3,feb,439,3,0,no
54,services,married,secondary,no,5158,yes,no,,19,may,198,1,0,no
44,management,married,secondary,no,7984,yes,no,,15,may,770,2,0,no
50,entrepreneur,married,secondary,no,6011,yes,no,telephone,30,jul,340,2,0,no
45,blue-collar,single,secondary,no,5000,yes,no,cellular,26,apr,1472,1,4,yes
36,management,married,tertiary,no,6133,yes,no,cellular,4,aug,293,1,2,yes
42,technician,married,secondary,no,9945,yes,no,cellular,2,mar,311,2,0,yes
37,technician,married,secondary,no,5712,yes,no,cellular,18,nov,291,2,0,no
28,services,single,secondary,no,4573,yes,yes,,21,may,965,2,0,no
56,admin.,married,secondary,no,7146,no,yes,,9,jun,594,1,0,no
59,admin.,married,secondary,no,5092,yes,no,cellular,12,may,139,2,1,no
32,unemployed,married,secondary,no,5010,yes,no,,6,may,501,4,0,no
57,retired,married,primary,no,6238,yes,no,cellular,15,jul,274,1,0,no
49,admin.,single,secondary,no,5981,yes,no,telephone,21,nov,,3,0,no
56,entrepreneur,married,,no,5575,no,no,,20,jun,,2,0,no
48,admin.,divorced,,no,4930,no,no,cellular,14,may,243,1,0,no
27,student,single,tertiary,no,8733,yes,no,cellular,22,may,198,1,6,yes
31,management,single,tertiary,no,5574,yes,no,cellular,16,jul,410,2,0,no
28,blue-collar,single,secondary,no,5043,no,no,,19,may,190,1,0,no
36,management,married,tertiary,no,5428,no,no,,28,may,121,1,0,no
58,housemaid,married,primary,no,5000,yes,no,telephone,9,jul,148,1,0,no
46,admin.,married,secondary,no,5000,yes,yes,cellular,20,apr,239,2,2,no
32,management,single,tertiary,no,5474,yes,no,cellular,7,aug,90,3,0,no
39,services,married,secondary,no,4460,no,no,,6,jun,29,1,0,no
35,self-employed,married,tertiary,no,5560,yes,no,cellular,2,apr,58,1,1,no
31,management,married,tertiary,no,5325,yes,no,cellular,18,jul,1139,2,0,yes
29,management,single,tertiary,no,5437,no,no,cellular,5,aug,504,1,1,yes
48,blue-collar,married,primary,no,5574,no,no,cellular,5,aug,348,1,0,no
60,retired,married,primary,no,5000,no,no,telephone,30,jul,130,3,0,no
74,retired,married,secondary,no,5935,no,no,cellular,26,jan,100,1,1,no
30,services,married,secondary,no,5699,yes,no,,29,may,544,1,0,no
52,admin.,single,primary,no,5000,no,no,,19,may,182,11,0,no
24,blue-collar,married,secondary,no,4780,yes,no,cellular,2,apr,90,1,0,no
29,services,married,secondary,no,,yes,no,,28,may,272,2,0,no
33,housemaid,married,primary,no,5212,yes,no,cellular,11,jul,260,2,0,no
34,blue-collar,married,secondary,no,5067,yes,yes,,8,may,672,3,0,no
45,admin.,divorced,secondary,no,5000,no,no,cellular,29,oct,264,1,0,yes
31,blue-collar,married,secondary,no,5000,no,yes,telephone,15,jul,275,2,0,no
45,technician,married,secondary,no,6673,no,no,cellular,23,oct,76,1,0,no
27,services,married,secondary,no,3798,yes,no,,4,jun,749,2,0,no
30,management,single,tertiary,no,9213,no,no,cellular,25,aug,142,4,0,no
45,blue-collar,married,primary,no,5000,no,no,cellular,26,aug,454,2,0,no
57,blue-collar,married,secondary,no,6521,yes,yes,cellular,18,may,102,2,5,no
34,management,married,tertiary,no,6310,no,no,telephone,30,jan,521,3,7,no
40,admin.,married,secondary,no,5000,yes,yes,cellular,17,nov,57,1,0,no
39,management,married,tertiary,no,5399,no,no,cellular,9,apr,504,1,0,no
46,technician,married,tertiary,no,5405,no,no,cellular,11,aug,138,3,0,no
55,management,divorced,tertiary,no,14756,yes,no,cellular,5,jun,103,2,1,yes
25,management,single,tertiary,no,7506,no,no,cellular,17,feb,485,1,0,yes
34,management,married,tertiary,no,5697,no,no,cellular,5,aug,166,1,0,no
37,blue-collar,married,primary,no,5403,yes,no,cellular,8,may,,2,1,no
64,retired,divorced,tertiary,no,5890,no,no,cellular,3,jul,531,3,0,no
45,technician,divorced,secondary,no,5809,yes,no,cellular,13,may,155,2,4,no
57,housemaid,married,secondary,no,5158,yes,no,telephone,10,jul,73,1,0,no
21,student,single,,no,5137,yes,no,,12,may,198,3,0,no
58,housemaid,married,secondary,no,7705,no,no,telephone,14,aug,137,1,0,no
41,blue-collar,single,secondary,no,5075,yes,no,,1,jul,479,9,0,yes
41,management,married,,no,7457,yes,no,,9,may,285,1,0,no
58,management,married,tertiary,no,5541,yes,no,cellular,8,may,98,1,0,no
33,management,married,tertiary,no,5287,yes,no,cellular,15,may,199,2,3,no
32,management,married,tertiary,no,5273,yes,yes,cellular,18,jul,97,3,0,no
44,services,divorced,secondary,no,5000,yes,no,,4,jun,389,5,0,no
47,housemaid,married,,no,5677,no,no,cellular,7,aug,384,1,4,no
41,self-employed,married,primary,no,5340,no,no,,6,jun,37,3,0,no
54,technician,married,tertiary,no,5098,no,no,cellular,8,aug,420,4,0,no
47,technician,divorced,tertiary,no,5477,yes,no,telephone,7,may,973,1,1,no
32,management,single,tertiary,no,7629,no,no,cellular,28,aug,77,4,0,no
59,housemaid,married,tertiary,no,5000,no,yes,cellular,29,jul,376,2,0,no
29,technician,single,tertiary,no,7325,no,no,cellular,2,feb,125,1,0,yes
48,services,married,secondary,yes,4980,no,no,cellular,20,aug,142,2,0,no
32,technician,single,secondary,no,5230,yes,no,cellular,18,may,442,1,8,yes
46,management,divorced,secondary,no,4148,no,yes,cellular,29,aug,728,2,0,no
31,blue-collar,single,primary,no,4720,no,no,,21,may,281,3,0,no
53,blue-collar,married,secondary,no,5025,no,no,cellular,22,aug,528,2,0,yes
34,technician,single,tertiary,no,14851,yes,no,cellular,20,nov,128,5,0,no
48,services,single,,no,10095,yes,no,,16,jun,71,1,0,no
32,technician,married,secondary,no,5687,no,no,cellular,20,aug,161,4,0,no
31,management,married,secondary,no,6368,yes,no,cellular,12,aug,129,4,0,no
27,blue-collar,single,primary,no,4821,yes,no,cellular,15,may,54,2,0,no
60,admin.,married,secondary,no,4604,yes,no,cellular,11,may,443,1,1,no
34,blue-collar,single,tertiary,no,6011,yes,no,,6,may,136,1,0,no
52,self-employed,married,secondary,no,5009,no,yes,,6,jun,44,1,0,no
48,blue-collar,married,secondary,no,6159,yes,yes,cellular,15,may,1181,9,0,no
45,technician,married,primary,no,4678,no,no,,9,jun,225,2,0,no
54,technician,divorced,secondary,no,6114,yes,no,cellular,30,jan,81,1,0,no
52,services,married,secondary,no,7072,no,no,cellular,10,jul,224,1,0,no
47,entrepreneur,married,tertiary,no,5459,yes,no,cellular,29,jul,189,4,0,no
54,housemaid,married,secondary,no,6157,no,no,cellular,26,may,98,2,0,no
34,blue-collar,married,secondary,no,13309,yes,yes,cellular,19,nov,50,1,0,no
39,technician,single,tertiary,no,6043,no,no,cellular,18,aug,195,10,0,no
46,technician,married,secondary,no,7098,no,no,cellular,7,aug,110,2,0,no
26,unemployed,single,secondary,no,5461,no,no,cellular,28,jan,214,1,0,no
37,technician,single,secondary,no,5061,yes,no,,19,may,182,8,0,no
47,blue-collar,married,secondary,no,6203,yes,no,cellular,17,apr,239,2,0,no
35,technician,married,secondary,no,6067,no,yes,cellular,12,aug,179,6,0,no
57,unemployed,married,primary,no,5000,no,no,,9,jun,540,1,0,no
34,management,married,tertiary,no,6657,yes,no,cellular,18,may,566,2,4,no
47,technician,married,secondary,no,6219,no,no,cellular,18,aug,697,4,0,yes
27,technician,married,secondary,no,5007,yes,no,,15,may,98,2,0,no
40,blue-collar,married,secondary,no,4161,yes,yes,cellular,16,jul,1018,2,0,yes
39,technician,married,secondary,no,5994,no,no,cellular,5,feb,221,1,1,no
36,entrepreneur,married,tertiary,no,5006,no,no,telephone,30,oct,246,1,0,no
42,technician,single,secondary,no,5000,no,no,cellular,21,aug,656,2,0,no
